customer_id,customer_segment,acquisition_channel,location,age,gender,total_orders,total_units,total_revenue,net_revenue,total_cost,gross_profit,gross_margin_percentage,average_order_value,first_purchase_date,last_purchase_date,recency_days,customer_lifespan_days,total_interactions,views,clicks,add_to_carts,email_opens,channels_used,interaction_types_used,has_interaction_history,annualized_order_frequency,click_rate,add_to_cart_rate,email_open_share,future_orders,future_revenue,churned
C00991,medium,referral,Hyderabad,38,female,12,27,520630,496742.51,342291.18,154451.33,31.09,41395.21,2024-10-14,2025-12-27,4,439,221,116,53,30,22,3,4,1,9.98,0.2398,0.1357,0.0995,4,27910.42,0
C00009,medium,ads,Kolkata,19,female,26,46,517172,472052.17,362679.48000000004,109372.68999999997,23.17,18155.85,2024-06-23,2025-11-09,52,504,280,144,61,42,33,3,4,1,18.83,0.2179,0.15,0.1179,3,118984.31999999999,0
C00288,high,organic,Bangalore,18,male,13,30,515459,492945.92,362927.45,130018.47,26.38,37918.92,2025-09-06,2025-12-21,10,106,158,82,39,19,18,3,4,1,44.76,0.2468,0.1203,0.1139,8,220128.99000000002,0
C00773,medium,referral,Bangalore,54,female,13,30,514494,488648.45,361800.34,126848.10999999999,25.96,37588.34,2024-11-01,2025-11-11,50,375,181,87,42,32,20,3,4,1,12.65,0.232,0.1768,0.1105,2,18012.780000000002,0
C00028,high,ads,Jaipur,28,female,31,61,513835,455435.51,376381.23000000004,79054.27999999998,17.36,14691.47,2025-04-07,2025-12-21,10,258,238,123,67,31,17,3,4,1,43.86,0.2815,0.1303,0.0714,13,131185.66999999998,0
C01216,high,ads,Kolkata,44,female,39,76,512672,469630.96,354162.5,115468.45999999999,24.59,12041.82,2024-09-20,2025-12-24,7,460,441,224,104,60,53,3,4,1,30.95,0.2358,0.1361,0.1202,10,62230.56,0
C01148,medium,ads,Hyderabad,42,male,26,58,507782,463629.18,360378.1,103251.08,22.27,17831.89,2024-05-04,2025-11-30,31,575,291,147,81,41,22,3,4,1,16.5,0.2784,0.1409,0.0756,4,95984.64,0
C00909,medium,referral,Bangalore,35,male,26,51,507224,461316.32,351715.65,109600.66999999998,23.76,17742.94,2024-03-17,2025-12-12,19,635,312,161,76,44,31,3,4,1,14.94,0.2436,0.141,0.0994,1,22937.46,0
C00756,medium,referral,Kolkata,39,male,30,60,504756,480243.51,349717.55,130525.95999999998,27.18,16008.12,2024-02-23,2025-12-30,1,676,358,190,96,40,32,3,4,1,16.2,0.2682,0.1117,0.0894,3,7473.58,0
C00190,medium,ads,Pune,37,male,25,48,502646,476637.26,375996.86,100640.39999999998,21.11,19065.49,2024-09-09,2025-12-19,12,466,244,116,72,35,21,3,4,1,19.58,0.2951,0.1434,0.0861,6,43737.45,0
C01065,medium,organic,Chennai,40,male,22,45,498737,461157.41,341706.38,119451.02999999998,25.9,20961.7,2024-09-19,2025-11-29,32,436,237,114,72,35,16,3,4,1,18.42,0.3038,0.1477,0.0675,4,37382.61,0
C00784,medium,organic,Jaipur,59,male,22,48,496456,464567.46,345446.21,119121.25,25.64,21116.7,2024-04-17,2025-12-22,9,614,319,159,84,49,27,3,4,1,13.08,0.2633,0.1536,0.0846,3,37366.700000000004,0
C00001,medium,ads,Bhubaneswar,25,male,27,50,495149,460370.33999999997,332454.73,127915.60999999997,27.79,17050.75,2024-05-18,2025-12-26,5,587,289,136,66,50,37,3,4,1,16.79,0.2284,0.173,0.128,4,22493.37,0
C01205,medium,ads,Ahmedabad,25,female,30,52,494487,441260.93,335011.82,106249.11,24.08,14708.7,2024-02-21,2025-11-16,45,634,360,167,102,56,35,3,4,1,17.27,0.2833,0.1556,0.0972,7,40137.61,0
C00952,medium,ads,Kolkata,27,female,24,43,492903,461804.95999999996,333687.27,128117.68999999999,27.74,19241.87,2024-02-16,2025-12-30,1,683,330,167,78,50,35,3,4,1,12.83,0.2364,0.1515,0.1061,3,27180.749999999996,0
C00642,medium,organic,Pune,30,male,25,52,492638,455062.46,354005.56,101056.90000000001,22.21,18202.5,2024-08-24,2025-12-20,11,483,208,115,47,27,19,3,4,1,18.89,0.226,0.1298,0.0913,4,116390.58,0
C01127,high,organic,Ahmedabad,53,female,27,60,490331,451751.67,343991.94,107759.73,23.85,16731.54,2025-04-25,2025-12-15,16,234,259,127,74,38,20,3,4,1,42.12,0.2857,0.1467,0.0772,14,193265.77,0
C00632,medium,ads,Jaipur,22,female,19,43,489133,409073.88,346340.02,62733.85999999998,15.34,21530.2,2024-07-07,2025-12-13,18,524,256,134,69,36,17,3,4,1,13.23,0.2695,0.1406,0.0664,4,165122.0,0
C00729,medium,organic,Pune,41,other,25,51,488873,454055.32999999996,359788.9,94266.42999999998,20.76,18162.21,2024-06-29,2025-12-22,9,541,290,146,80,44,20,3,4,1,16.87,0.2759,0.1517,0.069,4,116138.29000000001,0
C00986,high,organic,Jaipur,34,male,23,38,487034,454548.6,347265.21,107283.38999999998,23.6,19762.98,2025-06-08,2025-12-24,7,199,207,105,58,29,15,3,4,1,42.19,0.2802,0.1401,0.0725,19,203386.93,0
C00423,medium,ads,Bhubaneswar,19,male,24,48,486524,456999.75999999995,342549.61,114450.14999999997,25.04,19041.66,2024-07-17,2025-12-03,28,504,222,105,53,43,21,3,4,1,17.38,0.2387,0.1937,0.0946,2,103708.44,0
C00535,medium,referral,Mumbai,33,female,22,46,485624,420134.32,346852.7,73281.61999999998,17.44,19097.01,2024-10-17,2025-12-09,22,418,244,116,65,45,18,3,4,1,19.21,0.2664,0.1844,0.0738,0,0.0,1
C00826,medium,organic,Delhi,28,male,14,28,485205,430864.04,346002.36000000004,84861.67999999998,19.7,30776.0,2024-08-18,2025-10-27,65,435,253,131,70,27,25,3,4,1,11.75,0.2767,0.1067,0.0988,4,35293.59,0
C00726,medium,referral,Bhubaneswar,35,male,22,45,483616,464010.36,348644.33999999997,115366.02000000002,24.86,21091.38,2024-06-04,2025-12-20,11,564,278,141,71,37,29,3,4,1,14.24,0.2554,0.1331,0.1043,1,60019.74,0
C00554,medium,organic,Jaipur,18,female,22,51,483033,416013.07,346951.75,69061.31999999998,16.6,18909.69,2024-04-18,2025-09-13,109,513,323,175,73,45,30,3,4,1,15.65,0.226,0.1393,0.0929,5,35243.79,0
C01181,medium,ads,Kolkata,37,male,26,48,481368,446691.1,340141.11,106549.99,23.85,17180.43,2024-06-03,2025-12-28,3,573,272,117,71,56,28,3,4,1,16.56,0.261,0.2059,0.1029,9,228137.50999999998,0
C00172,high,ads,Bhubaneswar,32,female,31,60,478118,446702.2,348919.94,97782.25999999997,21.89,14409.75,2025-05-06,2025-12-28,3,236,268,135,64,46,23,3,4,1,47.94,0.2388,0.1716,0.0858,10,201134.18000000002,0
C00680,medium,ads,Ahmedabad,39,female,25,53,476781,421029.96,335326.13,85703.82999999999,20.36,16841.2,2024-07-22,2025-12-15,16,511,291,137,69,58,27,3,4,1,17.86,0.2371,0.1993,0.0928,3,23915.14,0
C00290,medium,organic,Hyderabad,45,female,16,34,472438,434037.16,327686.59,106350.56999999999,24.5,27127.32,2025-03-13,2025-11-06,55,238,136,67,27,29,13,3,4,1,24.54,0.1985,0.2132,0.0956,3,10837.01,0
C00029,medium,organic,Pune,39,male,22,47,472192,446991.92,330148.76,116843.15999999999,26.14,20317.81,2025-01-03,2025-12-24,7,355,211,107,58,30,16,3,4,1,22.62,0.2749,0.1422,0.0758,5,45984.31,0
C00917,medium,referral,Bangalore,30,male,22,41,469911,434184.1,335203.27999999997,98980.81999999999,22.8,19735.64,2024-03-17,2025-12-15,16,638,329,169,72,48,40,3,4,1,12.59,0.2188,0.1459,0.1216,4,40554.85,0
C00364,medium,referral,Delhi,34,male,21,45,469220,410728.44,320341.69,90386.75,22.01,19558.5,2024-12-02,2025-12-10,21,373,207,86,58,36,27,3,4,1,20.55,0.2802,0.1739,0.1304,2,32239.649999999998,0
C00821,high,organic,Pune,29,female,32,64,468826,426282.7,341108.56,85174.14,19.98,13321.33,2025-06-09,2025-12-29,2,203,214,119,47,27,21,3,4,1,57.54,0.2196,0.1262,0.0981,9,207863.58,0
C00766,medium,organic,Jaipur,35,female,18,34,467741,451211.14999999997,349021.92,102189.22999999997,22.65,25067.29,2024-03-22,2025-12-27,4,645,290,152,71,37,30,3,4,1,10.19,0.2448,0.1276,0.1034,5,132508.37,0
C00585,medium,referral,Bhubaneswar,41,male,27,55,467498,447703.48,330957.12,116746.35999999997,26.08,16581.61,2024-04-03,2025-12-22,9,628,313,167,64,52,30,3,4,1,15.69,0.2045,0.1661,0.0958,2,8170.8,0
C00958,medium,organic,Pune,37,female,22,48,465684,430487.27,334090.63,96396.64,22.39,19567.6,2024-06-15,2025-12-24,7,557,272,135,79,31,27,3,4,1,14.42,0.2904,0.114,0.0993,2,36274.92,0
C01088,medium,organic,Delhi,24,male,17,34,465200,413590.25,337428.98000000004,76161.26999999999,18.41,24328.84,2024-06-18,2025-12-27,4,557,262,128,63,43,28,3,4,1,11.14,0.2405,0.1641,0.1069,6,35938.35,0
C01035,medium,ads,Chennai,18,female,18,37,461960,425050.52999999997,352722.36,72328.17,17.02,23613.92,2024-11-03,2025-12-18,13,410,192,82,66,30,14,3,4,1,16.02,0.3438,0.1563,0.0729,3,83266.56,0
C00430,medium,ads,Chennai,45,male,30,56,461115,409160.64,316261.45,92899.19,22.7,13638.69,2024-04-20,2025-11-09,52,568,294,133,77,56,28,3,4,1,19.28,0.2619,0.1905,0.0952,5,51137.17,0
C00524,medium,ads,Kolkata,20,female,26,47,457755,407906.21,319287.12,88619.09,21.73,15688.7,2024-05-02,2025-12-02,29,579,276,121,70,53,32,3,4,1,16.39,0.2536,0.192,0.1159,3,28526.79,0
C00567,medium,ads,Delhi,28,female,17,38,457534,414037.71,331680.16000000003,82357.55,19.89,24355.16,2024-10-15,2025-11-10,51,391,219,132,46,27,14,3,4,1,15.87,0.21,0.1233,0.0639,3,92985.66,0
C01108,medium,organic,Chennai,29,male,11,22,456829,436715.41,319748.08,116967.32999999999,26.78,39701.4,2025-01-02,2025-12-15,16,347,150,84,37,20,9,3,4,1,11.57,0.2467,0.1333,0.06,5,56320.64,0
C00344,medium,ads,Chennai,49,male,23,44,455700,422574.1,315518.17,107055.93,25.33,18372.79,2024-06-27,2025-11-07,54,498,256,125,60,42,29,3,4,1,16.86,0.2344,0.1641,0.1133,4,21698.22,0
C01152,high,organic,Ahmedabad,28,female,18,38,455116,429937.46,317113.99,112823.47,26.24,23885.41,2025-06-22,2025-12-25,6,186,191,104,44,25,18,3,4,1,35.32,0.2304,0.1309,0.0942,7,102983.86,0
C00737,medium,organic,Delhi,51,male,23,44,455109,418208.57,329899.59,88308.97999999998,21.12,18182.98,2024-06-01,2025-10-18,74,504,278,148,69,42,19,3,4,1,16.66,0.2482,0.1511,0.0683,3,132241.55,0
C01154,medium,ads,Chennai,40,male,20,46,453417,430017.76,324764.07,105253.68999999999,24.48,21500.89,2024-04-09,2025-12-29,2,629,307,146,73,55,33,3,4,1,11.61,0.2378,0.1792,0.1075,6,45640.049999999996,0
C00658,medium,organic,Mumbai,22,female,20,34,451566,411513.26,331636.35,79876.91,19.41,20575.66,2024-05-09,2025-12-25,6,595,271,117,77,46,31,3,4,1,12.27,0.2841,0.1697,0.1144,4,96197.44,0
C00787,high,organic,Bangalore,27,male,32,59,450647,421823.24,321789.08,100034.15999999996,23.71,13181.98,2025-03-27,2025-12-17,14,265,275,132,71,43,29,3,4,1,44.08,0.2582,0.1564,0.1055,8,52464.4,0
C01011,high,ads,Bangalore,25,male,37,76,450491,420856.89,314388.81,106468.08,25.3,11374.51,2025-04-06,2025-12-29,2,267,306,151,86,39,30,3,4,1,50.58,0.281,0.1275,0.098,12,102020.38,0
C00719,medium,ads,Ahmedabad,32,female,27,63,449050,400512.02,310783.36,89728.65999999999,22.4,14833.78,2024-01-11,2025-12-30,1,719,384,215,75,54,40,3,4,1,13.71,0.1953,0.1406,0.1042,4,67593.52,0
C00065,medium,organic,Jaipur,36,female,19,40,448777,414569.73,313911.6,100658.12999999999,24.28,21819.46,2024-09-19,2025-11-24,37,431,248,131,60,39,18,3,4,1,16.09,0.2419,0.1573,0.0726,3,17600.030000000002,0
C00525,high,ads,Pune,38,female,17,33,448001,427002.42000000004,304958.01,122044.41,28.58,25117.79,2025-09-29,2025-12-30,1,92,116,58,29,17,12,3,4,1,67.45,0.25,0.1466,0.1034,7,178325.98,0
C00425,medium,organic,Bangalore,23,other,28,65,446605,412296.39,323888.10000000003,88408.28999999998,21.44,14724.87,2024-03-20,2025-12-28,3,648,314,165,62,56,31,3,4,1,15.77,0.1975,0.1783,0.0987,2,20103.5,0
C00059,medium,ads,Bangalore,21,male,35,69,445846,420344.95,321503.95,98840.99999999999,23.51,12009.86,2024-04-23,2025-12-31,0,617,279,124,74,48,33,3,4,1,20.71,0.2652,0.172,0.1183,1,10939.66,0
C00292,medium,ads,Bhubaneswar,18,male,21,48,445279,413331.76999999996,304065.65,109266.12,26.44,19682.47,2024-05-16,2025-12-10,21,573,285,148,62,39,36,3,4,1,13.38,0.2175,0.1368,0.1263,4,145215.25999999998,0
C01223,medium,ads,Bhubaneswar,55,male,22,46,445211,413055.56,320305.4,92750.15999999997,22.45,18775.25,2024-03-05,2025-12-29,2,664,317,178,78,44,17,3,4,1,12.09,0.2461,0.1388,0.0536,4,59649.7,0
C00710,high,ads,Pune,28,male,23,45,444934,411778.82999999996,317961.7,93817.12999999999,22.78,17903.43,2025-04-05,2025-12-27,4,266,234,120,60,32,22,3,4,1,31.56,0.2564,0.1368,0.094,12,369764.01,0
C00149,medium,ads,Hyderabad,28,male,21,45,444262,406206.93,313394.11,92812.81999999998,22.85,19343.19,2024-08-20,2025-10-25,67,431,232,117,58,40,17,3,4,1,17.78,0.25,0.1724,0.0733,3,118413.75,0
C00041,high,ads,Chennai,37,other,24,44,443976,406895.79,298837.39,108058.40000000001,26.56,16953.99,2025-07-26,2025-12-28,3,155,146,71,35,25,15,3,4,1,56.52,0.2397,0.1712,0.1027,6,33254.74,0
C00085,medium,ads,Mumbai,38,female,22,46,443083,388554.7,297178.77,91375.93000000001,23.52,17661.58,2024-09-09,2025-12-27,4,474,240,115,54,42,29,3,4,1,16.94,0.225,0.175,0.1208,5,96579.81999999999,0
C00416,high,organic,Bhubaneswar,27,male,15,34,441200,399464.25,298015.01,101449.24,25.4,26630.95,2025-09-06,2025-12-05,26,90,126,62,31,18,15,3,4,1,60.83,0.246,0.1429,0.119,10,240451.57,0
C00278,medium,ads,Bhubaneswar,24,female,23,45,440976,393266.31,316529.42,76736.88999999997,19.51,17098.54,2024-07-22,2025-11-11,50,477,279,133,78,42,26,3,4,1,17.6,0.2796,0.1505,0.0932,7,69152.66,0
C00968,medium,ads,Bhubaneswar,39,female,24,46,440600,402616.89,311339.92,91276.97,22.67,16775.7,2024-06-28,2025-10-24,68,483,247,111,74,31,31,3,4,1,18.14,0.2996,0.1255,0.1255,1,40580.8,0
C01081,medium,ads,Bhubaneswar,32,female,24,50,440319,414929.94999999995,305322.91,109607.03999999998,26.42,17288.75,2024-08-30,2025-12-14,17,471,262,132,71,38,21,3,4,1,18.6,0.271,0.145,0.0802,1,2919.35,0
C00479,medium,ads,Ahmedabad,30,male,12,25,440318,385507.55,332126.28,53381.26999999997,13.85,32125.63,2024-10-19,2025-12-06,25,413,209,109,49,34,17,3,4,1,10.61,0.2344,0.1627,0.0813,8,87942.05,0
C00307,medium,referral,Bangalore,53,male,15,34,438954,387547.0,324405.7,63141.3,16.29,25836.47,2025-02-10,2025-12-24,7,317,157,75,36,23,23,3,4,1,17.27,0.2293,0.1465,0.1465,3,55330.59,0
C00328,medium,organic,Delhi,37,female,23,39,438236,408386.27999999997,298691.84,109694.44,26.86,17755.93,2024-02-09,2025-12-06,25,666,305,147,79,50,29,3,4,1,12.61,0.259,0.1639,0.0951,5,263728.02,0
C00216,high,organic,Mumbai,50,male,23,46,438133,393976.97,317021.62,76955.34999999998,19.53,17129.43,2025-07-20,2025-12-19,12,152,163,87,37,21,18,3,4,1,55.23,0.227,0.1288,0.1104,7,155011.58,0
C01106,medium,organic,Chennai,51,female,18,39,437700,401933.69,308139.38,93794.31000000001,23.34,22329.65,2025-01-16,2025-10-23,69,280,178,81,45,32,20,3,4,1,23.46,0.2528,0.1798,0.1124,4,45630.59,0
C00855,medium,ads,Jaipur,32,female,19,37,436162,413876.47,311791.71,102084.75999999998,24.67,21782.97,2024-05-19,2025-11-27,34,557,299,138,77,48,36,3,4,1,12.45,0.2575,0.1605,0.1204,5,64828.92,0
C00625,medium,ads,Hyderabad,42,male,23,44,435031,392107.95,302773.65,89334.3,22.78,17048.17,2024-09-27,2025-12-21,10,450,232,121,58,31,22,3,4,1,18.66,0.25,0.1336,0.0948,4,30970.75,0
C00753,medium,referral,Hyderabad,39,male,25,43,434545,416363.23,312476.82,103886.40999999999,24.95,16654.53,2024-04-01,2025-11-13,48,591,295,141,68,50,36,3,4,1,15.44,0.2305,0.1695,0.122,3,22757.68,0
C01004,high,ads,Kolkata,54,female,14,34,434411,404471.67,308141.92,96329.74999999999,23.82,28890.83,2025-09-14,2025-12-21,10,98,130,65,32,22,11,3,4,1,52.14,0.2462,0.1692,0.0846,14,170230.43,0
C00463,medium,organic,Mumbai,49,female,27,56,433828,417797.56,295010.17,122787.38999999998,29.39,15473.98,2024-04-18,2025-12-17,14,608,287,137,85,41,24,3,4,1,16.21,0.2962,0.1429,0.0836,2,70219.95,0
C01166,medium,referral,Ahmedabad,22,female,25,53,432838,403913.41,301872.86,102040.55,25.26,16156.54,2024-07-03,2025-12-13,18,528,264,138,65,38,23,3,4,1,17.28,0.2462,0.1439,0.0871,3,16999.46,0
C01072,medium,referral,Ahmedabad,39,female,16,39,430359,393799.88,304009.91,89789.97,22.8,24612.49,2024-12-20,2025-10-29,63,313,207,96,61,40,10,3,4,1,18.66,0.2947,0.1932,0.0483,3,33902.729999999996,0
C00780,medium,ads,Ahmedabad,27,male,16,36,429419,393059.51,292880.02,100179.49,25.49,24566.22,2024-11-03,2025-12-31,0,423,207,104,53,28,22,3,4,1,13.81,0.256,0.1353,0.1063,5,84663.74,0
C00254,medium,organic,Pune,27,male,11,24,428644,400570.22,304741.62,95828.59999999996,23.92,36415.47,2025-05-28,2025-12-25,6,211,98,47,28,16,7,3,4,1,19.03,0.2857,0.1633,0.0714,4,126171.87,0
C00934,medium,ads,Pune,38,male,22,43,428183,391322.12,303022.62,88299.49999999997,22.56,17787.37,2024-10-10,2025-11-06,55,392,200,87,60,36,17,3,4,1,20.48,0.3,0.18,0.085,6,100670.62,0
C00305,medium,ads,Mumbai,34,male,21,39,427539,400911.26,316167.41000000003,84743.84999999999,21.14,19091.01,2024-06-14,2025-12-26,5,560,275,142,63,44,26,3,4,1,13.69,0.2291,0.16,0.0945,2,12711.71,0
C00736,medium,referral,Jaipur,43,male,27,57,426577,397458.55,305092.85,92365.7,23.24,14720.69,2024-06-07,2025-12-11,20,552,300,140,84,44,32,3,4,1,17.85,0.28,0.1467,0.1067,3,42065.86,0
C00049,medium,organic,Mumbai,18,male,18,34,426523,389667.08,284408.7,105258.38000000002,27.01,21648.17,2024-06-16,2025-12-17,14,549,252,120,64,44,24,3,4,1,11.97,0.254,0.1746,0.0952,2,6140.8,0
C00155,medium,ads,Delhi,22,male,22,38,423247,408463.48,289847.63,118615.84999999999,29.04,18566.52,2024-07-13,2025-12-16,15,521,279,160,57,40,22,3,4,1,15.41,0.2043,0.1434,0.0789,5,100993.61,0
C00025,medium,ads,Bhubaneswar,44,female,23,48,422924,363567.95,282050.65,81517.3,22.42,15807.3,2024-07-26,2025-12-23,8,515,246,136,56,34,20,3,4,1,16.3,0.2276,0.1382,0.0813,6,61316.14,0
C00980,medium,organic,Hyderabad,32,male,24,41,421973,397404.41,297447.76,99956.64999999997,25.15,16558.52,2024-01-14,2025-09-17,105,612,352,159,103,59,31,3,4,1,14.31,0.2926,0.1676,0.0881,2,52238.899999999994,0
C00754,medium,ads,Pune,29,female,24,47,421663,394046.08,281329.01,112717.06999999999,28.61,16418.59,2024-05-05,2025-11-07,54,551,285,147,65,37,36,3,4,1,15.9,0.2281,0.1298,0.1263,6,131997.87,0
C00181,medium,organic,Chennai,37,male,25,47,418962,358186.12,298933.15,59252.96999999998,16.54,14327.44,2024-10-22,2025-11-30,31,404,238,124,50,40,24,3,4,1,22.59,0.2101,0.1681,0.1008,2,39131.619999999995,0
C00768,medium,organic,Jaipur,47,female,23,45,418011,400413.31,285352.81,115060.5,28.74,17409.27,2024-06-06,2025-12-26,5,568,279,143,62,51,23,3,4,1,14.78,0.2222,0.1828,0.0824,4,97008.39,0
C00937,high,ads,Chennai,45,female,24,47,415753,385916.25,293530.60000000003,92385.64999999998,23.94,16079.84,2025-06-13,2025-12-15,16,185,223,114,54,33,22,3,4,1,47.35,0.2422,0.148,0.0987,14,194440.84,0
C00456,medium,organic,Ahmedabad,32,male,15,32,415109,377615.93,302418.2,75197.73,19.91,25174.4,2025-05-31,2025-11-13,48,166,145,76,43,17,9,3,4,1,32.98,0.2966,0.1172,0.0621,4,8478.539999999999,0
C01001,medium,ads,Bangalore,30,male,21,38,412183,371676.1,306623.89,65052.20999999999,17.5,17698.86,2024-12-28,2025-12-17,14,354,203,104,59,24,16,3,4,1,21.65,0.2906,0.1182,0.0788,0,0.0,1
C00555,high,referral,Hyderabad,43,female,16,32,411285,367686.72,290923.15,76763.56999999998,20.88,22980.42,2025-09-13,2025-12-30,1,108,113,50,28,21,14,3,4,1,54.07,0.2478,0.1858,0.1239,14,261828.67,0
C00213,medium,ads,Kolkata,18,male,21,43,409740,393852.85,281916.13,111936.72,28.42,18754.9,2024-01-06,2025-12-16,15,710,318,152,87,45,34,3,4,1,10.8,0.2736,0.1415,0.1069,5,76753.81,0
C00796,medium,organic,Delhi,18,female,21,36,406789,371704.76,279761.74,91943.01999999997,24.74,17700.23,2024-07-24,2025-12-12,19,506,242,116,71,33,22,3,4,1,15.15,0.2934,0.1364,0.0909,1,10241.0,0
C00627,medium,organic,Chennai,33,female,28,57,405245,377560.89999999997,292657.52,84903.37999999998,22.49,13484.32,2024-05-31,2025-12-13,18,561,292,142,82,37,31,3,4,1,18.22,0.2808,0.1267,0.1062,7,105597.54,0
C00732,medium,organic,Ahmedabad,27,female,26,50,404160,373495.63999999996,297495.71,75999.92999999998,20.35,14365.22,2024-08-18,2025-12-12,19,481,241,117,59,37,28,3,4,1,19.73,0.2448,0.1535,0.1162,4,119277.04,0
C00210,medium,referral,Ahmedabad,41,male,24,55,402041,374253.43,281698.92,92554.50999999998,24.73,15593.89,2024-05-19,2025-12-30,1,590,292,147,73,43,29,3,4,1,14.85,0.25,0.1473,0.0993,3,26785.239999999998,0
C00452,medium,ads,Chennai,32,male,23,43,400181,371702.81,293092.84,78609.96999999997,21.15,16160.99,2024-08-26,2025-10-27,65,427,217,113,50,30,24,3,4,1,19.66,0.2304,0.1382,0.1106,4,102753.53,0
C00894,medium,organic,Mumbai,38,female,25,50,399279,367229.88,281105.05,86124.82999999997,23.45,14689.2,2024-03-20,2025-12-15,16,635,342,172,91,51,28,3,4,1,14.37,0.2661,0.1491,0.0819,0,0.0,1
C00951,medium,organic,Pune,30,female,17,33,398973,372201.5,281248.87,90952.63,24.44,21894.21,2024-09-06,2025-11-08,53,428,232,106,66,37,23,3,4,1,14.5,0.2845,0.1595,0.0991,1,10647.91,0
C00845,medium,organic,Ahmedabad,42,male,28,55,398050,372466.66,285535.28,86931.37999999999,23.34,13302.38,2024-06-17,2025-12-28,3,559,312,156,78,51,27,3,4,1,18.28,0.25,0.1635,0.0865,4,42187.42,0
C00786,medium,ads,Delhi,31,female,22,40,397484,363016.07,295608.7,67407.37,18.57,16500.73,2024-06-13,2025-12-24,7,559,286,149,63,42,32,3,4,1,14.36,0.2203,0.1469,0.1119,7,221198.51,0
C00901,medium,ads,Bhubaneswar,38,female,17,33,397054,380463.43,285024.48,95438.94999999998,25.08,22380.2,2024-06-22,2025-12-10,21,536,240,117,59,36,28,3,4,1,11.58,0.2458,0.15,0.1167,4,81708.79,0
C00832,medium,organic,Chennai,18,female,24,48,396609,373304.3,278539.67,94764.62999999999,25.39,15554.35,2024-02-29,2025-11-09,52,619,338,161,92,43,42,3,4,1,14.15,0.2722,0.1272,0.1243,6,158463.74,0
C00609,medium,organic,Delhi,44,female,14,27,395827,347049.17,282235.8,64813.36999999998,18.68,24789.23,2025-02-07,2025-12-06,25,302,153,75,37,24,17,3,4,1,16.92,0.2418,0.1569,0.1111,4,41516.88,0
C00359,medium,ads,Kolkata,30,male,28,56,393661,376095.45999999996,266442.52999999997,109652.93,29.16,13431.98,2024-05-19,2025-12-24,7,584,289,151,55,53,30,3,4,1,17.5,0.1903,0.1834,0.1038,2,13165.43,0
C01029,medium,organic,Hyderabad,40,male,11,28,393444,359382.56,275615.87,83766.68999999997,23.31,32671.14,2025-07-30,2025-12-09,22,132,79,34,19,12,14,3,4,1,30.42,0.2405,0.1519,0.1772,6,117542.75,0
C00605,medium,organic,Delhi,42,male,17,37,391444,353825.68,270783.19,83042.48999999999,23.47,20813.28,2024-09-08,2025-12-18,13,466,250,138,56,36,20,3,4,1,13.32,0.224,0.144,0.08,2,48608.99,0
C01170,medium,ads,Hyderabad,38,male,22,39,391299,366177.66,271725.32,94452.33999999998,25.79,16644.44,2024-06-28,2025-10-04,88,463,237,118,61,30,28,3,4,1,17.34,0.2574,0.1266,0.1181,2,7758.660000000001,0
C00221,medium,ads,Bhubaneswar,28,male,19,33,390775,358217.58,282709.49,75508.09,21.08,18853.56,2024-07-14,2025-12-27,4,531,292,145,85,34,28,3,4,1,13.06,0.2911,0.1164,0.0959,3,42014.29,0
C00330,medium,organic,Ahmedabad,34,female,18,39,390392,364437.36,283097.58,81339.77999999998,22.32,20246.52,2024-11-02,2025-12-05,26,398,206,95,49,45,17,3,4,1,16.51,0.2379,0.2184,0.0825,4,103037.35,0
C00274,medium,ads,Chennai,35,male,29,59,389559,365226.99,265056.38,100170.61,27.43,12594.03,2024-02-11,2025-12-12,19,670,310,165,75,37,33,3,4,1,15.8,0.2419,0.1194,0.1065,3,14368.41,0
C00892,high,organic,Kolkata,47,male,13,31,389091,359020.18,274039.83,84980.35,23.67,27616.94,2025-10-07,2025-12-29,2,83,84,33,24,20,7,3,4,1,57.17,0.2857,0.2381,0.0833,8,154575.57,0
C00276,medium,ads,Jaipur,18,female,21,34,389082,359240.65,287446.29000000004,71794.35999999999,19.99,17106.7,2024-01-13,2025-12-15,16,702,329,158,75,65,31,3,4,1,10.92,0.228,0.1976,0.0942,3,7746.0,0
C00830,medium,ads,Mumbai,32,male,20,38,386988,365357.49,271945.4,93412.09000000001,25.57,18267.87,2024-03-22,2025-11-22,39,610,319,165,75,48,31,3,4,1,11.97,0.2351,0.1505,0.0972,3,185428.85,0
C00703,high,ads,Bangalore,44,male,24,52,386826,365848.58999999997,286349.2,79499.38999999997,21.73,15243.69,2025-07-01,2025-12-26,5,178,190,96,48,30,16,3,4,1,49.21,0.2526,0.1579,0.0842,5,117643.04999999999,0
C01201,medium,organic,Bangalore,26,male,16,33,385588,366359.13,276819.9,89539.23,24.44,22897.45,2024-10-17,2025-12-27,4,436,228,112,56,39,21,3,4,1,13.39,0.2456,0.1711,0.0921,2,10965.619999999999,0
C00994,medium,ads,Mumbai,23,female,24,53,385587,333957.76,263395.23,70562.53,21.13,13914.91,2024-01-18,2025-12-25,6,707,319,164,77,43,35,3,4,1,12.39,0.2414,0.1348,0.1097,2,22026.519999999997,0
C00212,medium,organic,Jaipur,32,male,27,56,385527,351560.64,254443.52000000002,97117.11999999998,27.62,13020.76,2024-05-26,2025-12-31,0,584,285,150,64,38,33,3,4,1,16.88,0.2246,0.1333,0.1158,5,48131.19,0
