interaction_id,customer_id,interaction_type,product_id,interaction_timestamp,channel,interaction_date,interaction_hour,interaction_month
22515,C00096,add_to_cart,,2025-06-21,web,2025-06-21,0,2025-06
22516,C00096,email_open,P0053,2025-07-07,email,2025-07-07,0,2025-07
22517,C00096,click,P0093,2025-07-16,web,2025-07-16,0,2025-07
22518,C00096,click,,2025-07-24,web,2025-07-24,0,2025-07
22519,C00096,add_to_cart,,2025-07-09,web,2025-07-09,0,2025-07
22520,C00096,view,P0100,2025-07-01,app,2025-07-01,0,2025-07
22521,C00096,add_to_cart,P0041,2025-07-18,web,2025-07-18,0,2025-07
22522,C00096,click,P0112,2025-07-17,web,2025-07-17,0,2025-07
22523,C00096,view,,2025-07-22,web,2025-07-22,0,2025-07
22524,C00096,click,,2025-07-30,web,2025-07-30,0,2025-07
22525,C00096,view,P0094,2025-07-13,web,2025-07-13,0,2025-07
22526,C00096,add_to_cart,P0016,2025-07-22,web,2025-07-22,0,2025-07
22527,C00096,add_to_cart,P0068,2025-07-17,web,2025-07-17,0,2025-07
22528,C00096,view,P0087,2025-07-22,web,2025-07-22,0,2025-07
22529,C00096,add_to_cart,P0065,2025-07-30,web,2025-07-30,0,2025-07
22530,C00096,click,,2025-07-19,web,2025-07-19,0,2025-07
22531,C00096,click,P0023,2025-07-01,web,2025-07-01,0,2025-07
22532,C00096,view,P0069,2025-07-16,web,2025-07-16,0,2025-07
22533,C00096,view,P0074,2025-07-25,web,2025-07-25,0,2025-07
22534,C00096,view,P0066,2025-07-01,web,2025-07-01,0,2025-07
22535,C00096,view,,2025-07-17,web,2025-07-17,0,2025-07
22536,C00096,click,P0008,2025-07-08,app,2025-07-08,0,2025-07
22537,C00096,click,P0009,2025-07-07,web,2025-07-07,0,2025-07
22538,C00096,click,P0115,2025-08-14,web,2025-08-14,0,2025-08
22539,C00096,click,P0017,2025-08-20,app,2025-08-20,0,2025-08
22540,C00096,view,P0037,2025-08-15,web,2025-08-15,0,2025-08
22541,C00096,view,P0093,2025-08-23,web,2025-08-23,0,2025-08
22542,C00096,view,P0106,2025-08-05,web,2025-08-05,0,2025-08
22543,C00096,view,P0054,2025-08-07,app,2025-08-07,0,2025-08
22544,C00096,add_to_cart,P0059,2025-08-03,web,2025-08-03,0,2025-08
22545,C00096,view,P0005,2025-08-31,web,2025-08-31,0,2025-08
22546,C00096,view,P0078,2025-08-24,web,2025-08-24,0,2025-08
22547,C00096,view,P0029,2025-08-02,web,2025-08-02,0,2025-08
22548,C00096,add_to_cart,P0107,2025-08-24,web,2025-08-24,0,2025-08
22549,C00096,view,P0106,2025-08-29,web,2025-08-29,0,2025-08
22550,C00096,view,,2025-08-14,web,2025-08-14,0,2025-08
22551,C00096,add_to_cart,,2025-08-13,web,2025-08-13,0,2025-08
22552,C00096,email_open,P0066,2025-08-31,email,2025-08-31,0,2025-08
22553,C00096,click,,2025-08-20,web,2025-08-20,0,2025-08
22554,C00096,view,P0078,2025-08-01,app,2025-08-01,0,2025-08
22555,C00096,click,P0050,2025-08-31,app,2025-08-31,0,2025-08
22556,C00096,click,,2025-08-06,app,2025-08-06,0,2025-08
22557,C00096,view,P0011,2025-08-12,web,2025-08-12,0,2025-08
22558,C00096,view,P0087,2025-08-28,app,2025-08-28,0,2025-08
22559,C00096,click,P0107,2025-08-31,app,2025-08-31,0,2025-08
22560,C00096,view,,2025-08-31,web,2025-08-31,0,2025-08
22561,C00096,view,P0104,2025-08-26,app,2025-08-26,0,2025-08
22562,C00096,view,,2025-08-28,web,2025-08-28,0,2025-08
22563,C00096,view,,2025-08-31,app,2025-08-31,0,2025-08
22564,C00096,view,P0015,2025-09-09,app,2025-09-09,0,2025-09
22565,C00096,add_to_cart,,2025-09-03,web,2025-09-03,0,2025-09
22566,C00096,click,,2025-09-09,web,2025-09-09,0,2025-09
22567,C00096,view,P0071,2025-09-12,app,2025-09-12,0,2025-09
22568,C00096,view,,2025-09-30,web,2025-09-30,0,2025-09
22569,C00096,view,P0029,2025-09-01,web,2025-09-01,0,2025-09
22570,C00096,view,,2025-09-29,app,2025-09-29,0,2025-09
22571,C00096,view,,2025-09-11,web,2025-09-11,0,2025-09
22572,C00096,view,P0081,2025-09-03,web,2025-09-03,0,2025-09
22573,C00096,click,P0051,2025-09-30,web,2025-09-30,0,2025-09
22574,C00096,email_open,,2025-09-26,email,2025-09-26,0,2025-09
22575,C00096,add_to_cart,P0004,2025-09-09,app,2025-09-09,0,2025-09
22576,C00096,click,P0088,2025-09-18,web,2025-09-18,0,2025-09
22577,C00096,view,P0089,2025-09-17,web,2025-09-17,0,2025-09
22578,C00096,view,,2025-09-28,web,2025-09-28,0,2025-09
22579,C00096,view,P0054,2025-09-16,web,2025-09-16,0,2025-09
22580,C00096,view,P0079,2025-09-16,web,2025-09-16,0,2025-09
22581,C00096,click,,2025-09-24,web,2025-09-24,0,2025-09
22582,C00096,email_open,P0090,2025-09-03,email,2025-09-03,0,2025-09
22583,C00096,view,P0100,2025-09-21,app,2025-09-21,0,2025-09
22584,C00096,view,P0016,2025-09-28,web,2025-09-28,0,2025-09
22585,C00096,view,,2025-09-13,web,2025-09-13,0,2025-09
22586,C00096,view,,2025-09-30,app,2025-09-30,0,2025-09
22587,C00096,view,,2025-09-07,web,2025-09-07,0,2025-09
22588,C00096,add_to_cart,P0044,2025-09-01,web,2025-09-01,0,2025-09
22589,C00096,add_to_cart,P0094,2025-09-08,web,2025-09-08,0,2025-09
22590,C00096,view,P0033,2025-10-04,app,2025-10-04,0,2025-10
22591,C00096,add_to_cart,,2025-10-14,app,2025-10-14,0,2025-10
22592,C00096,email_open,,2025-10-15,email,2025-10-15,0,2025-10
22593,C00096,view,P0089,2025-10-13,web,2025-10-13,0,2025-10
22594,C00096,click,P0029,2025-10-29,web,2025-10-29,0,2025-10
22595,C00096,view,,2025-10-05,web,2025-10-05,0,2025-10
22596,C00096,view,P0028,2025-10-26,web,2025-10-26,0,2025-10
22597,C00096,add_to_cart,P0046,2025-10-20,web,2025-10-20,0,2025-10
22598,C00096,view,P0092,2025-10-16,web,2025-10-16,0,2025-10
22599,C00096,view,P0115,2025-10-30,web,2025-10-30,0,2025-10
22600,C00096,add_to_cart,P0068,2025-10-03,web,2025-10-03,0,2025-10
22601,C00096,view,,2025-10-22,web,2025-10-22,0,2025-10
22602,C00096,view,,2025-10-24,web,2025-10-24,0,2025-10
22603,C00096,email_open,,2025-10-14,email,2025-10-14,0,2025-10
22604,C00096,view,P0003,2025-10-15,web,2025-10-15,0,2025-10
22605,C00096,email_open,P0049,2025-10-30,email,2025-10-30,0,2025-10
22606,C00096,view,P0026,2025-10-17,web,2025-10-17,0,2025-10
22607,C00096,view,,2025-10-25,web,2025-10-25,0,2025-10
22608,C00096,click,P0006,2025-10-15,web,2025-10-15,0,2025-10
22609,C00096,view,P0013,2025-10-10,web,2025-10-10,0,2025-10
22610,C00096,view,,2025-10-10,web,2025-10-10,0,2025-10
22611,C00096,add_to_cart,,2025-10-16,web,2025-10-16,0,2025-10
22612,C00096,view,P0044,2025-10-04,web,2025-10-04,0,2025-10
22613,C00096,email_open,P0081,2025-10-02,email,2025-10-02,0,2025-10
22614,C00096,view,P0068,2025-10-11,web,2025-10-11,0,2025-10
22615,C00096,view,P0051,2025-10-21,web,2025-10-21,0,2025-10
22616,C00096,click,P0031,2025-10-11,web,2025-10-11,0,2025-10
22617,C00096,view,P0033,2025-10-07,app,2025-10-07,0,2025-10
22618,C00096,view,,2025-10-14,web,2025-10-14,0,2025-10
22619,C00096,email_open,P0049,2025-10-26,email,2025-10-26,0,2025-10
22620,C00096,add_to_cart,P0110,2025-10-10,web,2025-10-10,0,2025-10
22621,C00096,view,P0094,2025-10-29,web,2025-10-29,0,2025-10
22622,C00096,add_to_cart,P0069,2025-10-14,app,2025-10-14,0,2025-10
22623,C00096,click,P0005,2025-10-05,app,2025-10-05,0,2025-10
22624,C00096,view,P0111,2025-10-23,app,2025-10-23,0,2025-10
22625,C00096,click,P0019,2025-11-19,web,2025-11-19,0,2025-11
22626,C00096,click,P0088,2025-11-10,web,2025-11-10,0,2025-11
22627,C00096,email_open,P0114,2025-11-19,email,2025-11-19,0,2025-11
22628,C00096,view,,2025-11-14,web,2025-11-14,0,2025-11
22629,C00096,email_open,,2025-11-17,email,2025-11-17,0,2025-11
22630,C00096,view,,2025-11-04,web,2025-11-04,0,2025-11
22631,C00096,view,P0073,2025-11-11,app,2025-11-11,0,2025-11
22632,C00096,click,P0089,2025-11-20,web,2025-11-20,0,2025-11
22633,C00096,click,,2025-11-23,app,2025-11-23,0,2025-11
22634,C00096,click,P0037,2025-11-15,web,2025-11-15,0,2025-11
22635,C00096,click,P0098,2025-11-12,app,2025-11-12,0,2025-11
22636,C00096,add_to_cart,P0053,2025-11-12,web,2025-11-12,0,2025-11
22637,C00096,view,P0016,2025-11-06,web,2025-11-06,0,2025-11
22638,C00096,view,,2025-11-23,web,2025-11-23,0,2025-11
22639,C00096,email_open,P0007,2025-11-07,email,2025-11-07,0,2025-11
22640,C00096,add_to_cart,P0036,2025-11-24,web,2025-11-24,0,2025-11
22641,C00096,view,P0003,2025-11-11,web,2025-11-11,0,2025-11
22642,C00096,view,P0034,2025-11-14,web,2025-11-14,0,2025-11
22643,C00096,view,P0109,2025-11-08,app,2025-11-08,0,2025-11
22644,C00096,click,P0006,2025-11-13,web,2025-11-13,0,2025-11
22645,C00096,email_open,,2025-11-28,email,2025-11-28,0,2025-11
22646,C00096,add_to_cart,P0044,2025-11-16,app,2025-11-16,0,2025-11
22647,C00096,click,,2025-11-27,web,2025-11-27,0,2025-11
22648,C00096,add_to_cart,P0061,2025-11-26,web,2025-11-26,0,2025-11
22649,C00096,click,P0025,2025-11-19,web,2025-11-19,0,2025-11
22650,C00096,view,P0001,2025-11-18,web,2025-11-18,0,2025-11
22651,C00096,view,P0066,2025-11-08,web,2025-11-08,0,2025-11
22652,C00096,click,P0002,2025-11-28,web,2025-11-28,0,2025-11
22653,C00096,view,P0007,2025-11-12,app,2025-11-12,0,2025-11
22654,C00096,add_to_cart,P0110,2025-11-30,web,2025-11-30,0,2025-11
22655,C00096,view,P0008,2025-11-21,app,2025-11-21,0,2025-11
22656,C00096,add_to_cart,P0048,2025-11-29,web,2025-11-29,0,2025-11
22657,C00096,email_open,,2025-11-13,email,2025-11-13,0,2025-11
22658,C00096,click,P0028,2025-11-11,web,2025-11-11,0,2025-11
22659,C00096,view,P0115,2025-11-03,app,2025-11-03,0,2025-11
22660,C00096,view,,2025-12-02,web,2025-12-02,0,2025-12
22661,C00096,view,P0119,2025-12-16,web,2025-12-16,0,2025-12
22662,C00096,view,,2025-12-14,web,2025-12-14,0,2025-12
22663,C00096,email_open,P0005,2025-12-20,email,2025-12-20,0,2025-12
22664,C00096,view,P0026,2025-12-19,web,2025-12-19,0,2025-12
22665,C00096,email_open,,2025-12-02,email,2025-12-02,0,2025-12
22666,C00096,click,P0114,2025-12-28,web,2025-12-28,0,2025-12
22667,C00096,email_open,P0004,2025-12-28,email,2025-12-28,0,2025-12
22668,C00096,view,,2025-12-11,web,2025-12-11,0,2025-12
22669,C00096,view,,2025-12-03,web,2025-12-03,0,2025-12
22670,C00096,add_to_cart,P0013,2025-12-01,app,2025-12-01,0,2025-12
22671,C00096,view,P0032,2025-12-17,app,2025-12-17,0,2025-12
22672,C00096,view,,2025-12-22,web,2025-12-22,0,2025-12
22673,C00096,click,P0041,2025-12-24,web,2025-12-24,0,2025-12
22674,C00096,email_open,P0084,2025-12-05,email,2025-12-05,0,2025-12
22675,C00096,view,,2025-12-20,web,2025-12-20,0,2025-12
22676,C00096,add_to_cart,P0060,2025-12-24,app,2025-12-24,0,2025-12
22677,C00096,view,P0083,2025-12-25,app,2025-12-25,0,2025-12
22678,C00096,view,P0075,2025-12-18,app,2025-12-18,0,2025-12
22679,C00096,view,P0099,2025-12-22,web,2025-12-22,0,2025-12
22680,C00096,view,,2025-12-09,web,2025-12-09,0,2025-12
22681,C00096,view,P0038,2025-12-01,web,2025-12-01,0,2025-12
22682,C00096,view,,2025-12-17,web,2025-12-17,0,2025-12
22683,C00096,view,P0034,2025-12-30,web,2025-12-30,0,2025-12
22684,C00096,click,P0028,2025-12-14,web,2025-12-14,0,2025-12
22685,C00096,click,,2025-12-03,app,2025-12-03,0,2025-12
22686,C00096,click,,2025-12-18,web,2025-12-18,0,2025-12
22687,C00096,click,P0096,2025-12-12,app,2025-12-12,0,2025-12
22688,C00096,view,,2025-12-16,web,2025-12-16,0,2025-12
22689,C00096,view,,2026-01-31,web,2026-01-31,0,2026-01
22690,C00096,view,P0091,2026-01-11,web,2026-01-11,0,2026-01
22691,C00096,click,,2026-01-29,web,2026-01-29,0,2026-01
22692,C00096,view,,2026-01-16,web,2026-01-16,0,2026-01
22693,C00096,email_open,P0033,2026-01-16,email,2026-01-16,0,2026-01
22694,C00096,click,P0004,2026-01-24,web,2026-01-24,0,2026-01
22695,C00096,view,P0025,2026-01-28,app,2026-01-28,0,2026-01
22696,C00096,view,P0075,2026-01-17,web,2026-01-17,0,2026-01
22697,C00096,click,P0041,2026-01-04,web,2026-01-04,0,2026-01
22698,C00096,view,,2026-01-01,web,2026-01-01,0,2026-01
22699,C00096,add_to_cart,P0059,2026-01-07,web,2026-01-07,0,2026-01
22700,C00096,view,P0106,2026-01-04,web,2026-01-04,0,2026-01
22701,C00096,view,P0075,2026-01-10,app,2026-01-10,0,2026-01
22702,C00096,click,P0004,2026-01-08,web,2026-01-08,0,2026-01
22703,C00096,click,P0062,2026-01-12,web,2026-01-12,0,2026-01
22704,C00096,click,,2026-01-14,web,2026-01-14,0,2026-01
22705,C00096,email_open,,2026-01-19,email,2026-01-19,0,2026-01
22706,C00096,click,P0110,2026-01-23,web,2026-01-23,0,2026-01
22707,C00096,view,P0056,2026-01-25,web,2026-01-25,0,2026-01
22708,C00096,view,P0026,2026-01-25,web,2026-01-25,0,2026-01
22709,C00096,click,,2026-01-05,app,2026-01-05,0,2026-01
22710,C00096,add_to_cart,,2026-01-20,app,2026-01-20,0,2026-01
22711,C00096,view,P0059,2026-01-30,web,2026-01-30,0,2026-01
22712,C00096,view,P0083,2026-01-27,web,2026-01-27,0,2026-01
22713,C00096,view,P0096,2026-01-23,app,2026-01-23,0,2026-01
22714,C00096,view,P0022,2026-01-26,app,2026-01-26,0,2026-01
22715,C00096,view,P0116,2026-01-29,web,2026-01-29,0,2026-01
22716,C00096,view,,2026-01-27,web,2026-01-27,0,2026-01
22717,C00096,view,P0024,2026-01-26,web,2026-01-26,0,2026-01
22718,C00096,view,,2026-01-29,web,2026-01-29,0,2026-01
22719,C00096,add_to_cart,P0064,2026-01-02,web,2026-01-02,0,2026-01
22720,C00096,view,,2026-01-27,app,2026-01-27,0,2026-01
22721,C00096,view,,2026-01-09,app,2026-01-09,0,2026-01
22722,C00096,view,,2026-01-26,app,2026-01-26,0,2026-01
22723,C00096,view,P0005,2026-01-10,web,2026-01-10,0,2026-01
22724,C00096,click,P0111,2026-01-13,app,2026-01-13,0,2026-01
22725,C00096,view,P0077,2026-01-27,web,2026-01-27,0,2026-01
22726,C00096,view,P0051,2026-02-12,web,2026-02-12,0,2026-02
22727,C00096,view,P0101,2026-02-19,app,2026-02-19,0,2026-02
22728,C00096,click,P0031,2026-02-23,web,2026-02-23,0,2026-02
22729,C00096,click,P0090,2026-02-04,web,2026-02-04,0,2026-02
22730,C00096,click,P0046,2026-02-23,web,2026-02-23,0,2026-02
22731,C00096,add_to_cart,,2026-02-26,web,2026-02-26,0,2026-02
22732,C00096,add_to_cart,P0002,2026-02-03,web,2026-02-03,0,2026-02
22733,C00096,add_to_cart,P0083,2026-02-01,web,2026-02-01,0,2026-02
22734,C00096,view,P0046,2026-02-06,web,2026-02-06,0,2026-02
22735,C00096,add_to_cart,P0047,2026-02-16,web,2026-02-16,0,2026-02
22736,C00096,view,P0070,2026-02-28,web,2026-02-28,0,2026-02
22737,C00096,click,P0059,2026-02-08,web,2026-02-08,0,2026-02
22738,C00096,click,,2026-02-24,app,2026-02-24,0,2026-02
22739,C00096,view,,2026-02-26,web,2026-02-26,0,2026-02
22740,C00096,add_to_cart,P0090,2026-02-13,web,2026-02-13,0,2026-02
22741,C00096,view,P0053,2026-02-17,web,2026-02-17,0,2026-02
22742,C00096,view,P0074,2026-02-12,web,2026-02-12,0,2026-02
22743,C00096,view,P0035,2026-02-27,web,2026-02-27,0,2026-02
22744,C00096,click,,2026-02-24,web,2026-02-24,0,2026-02
22745,C00096,click,P0103,2026-02-14,app,2026-02-14,0,2026-02
22746,C00096,click,,2026-02-21,app,2026-02-21,0,2026-02
22747,C00096,view,P0085,2026-02-16,web,2026-02-16,0,2026-02
22748,C00096,view,,2026-02-23,app,2026-02-23,0,2026-02
22749,C00096,view,,2026-02-09,app,2026-02-09,0,2026-02
22750,C00096,click,P0028,2026-02-20,app,2026-02-20,0,2026-02
22751,C00096,view,P0006,2026-02-25,web,2026-02-25,0,2026-02
22752,C00096,add_to_cart,P0056,2026-02-17,web,2026-02-17,0,2026-02
22753,C00096,click,P0069,2026-02-18,app,2026-02-18,0,2026-02
22754,C00096,view,P0114,2026-02-27,web,2026-02-27,0,2026-02
22755,C00096,view,P0118,2026-02-19,web,2026-02-19,0,2026-02
22756,C00096,click,P0072,2026-02-06,app,2026-02-06,0,2026-02
22757,C00096,email_open,,2026-02-03,email,2026-02-03,0,2026-02
22758,C00096,view,P0032,2026-02-17,web,2026-02-17,0,2026-02
22759,C00096,view,P0058,2026-02-03,web,2026-02-03,0,2026-02
22760,C00096,add_to_cart,P0037,2026-02-13,app,2026-02-13,0,2026-02
22761,C00096,email_open,P0003,2026-02-12,email,2026-02-12,0,2026-02
22762,C00096,click,P0049,2026-02-14,web,2026-02-14,0,2026-02
22763,C00096,email_open,P0109,2026-03-14,email,2026-03-14,0,2026-03
22764,C00096,view,P0088,2026-03-21,web,2026-03-21,0,2026-03
22765,C00096,email_open,P0110,2026-03-01,email,2026-03-01,0,2026-03
22766,C00096,view,,2026-03-04,app,2026-03-04,0,2026-03
22767,C00096,click,P0062,2026-03-28,web,2026-03-28,0,2026-03
22768,C00096,click,,2026-03-30,web,2026-03-30,0,2026-03
22769,C00096,view,,2026-03-22,web,2026-03-22,0,2026-03
22770,C00096,view,P0092,2026-03-18,web,2026-03-18,0,2026-03
22771,C00096,click,P0031,2026-03-12,web,2026-03-12,0,2026-03
22772,C00096,click,,2026-03-04,web,2026-03-04,0,2026-03
22773,C00096,email_open,P0084,2026-03-11,email,2026-03-11,0,2026-03
22774,C00096,view,P0011,2026-03-08,app,2026-03-08,0,2026-03
22775,C00096,click,P0037,2026-03-19,web,2026-03-19,0,2026-03
22776,C00096,click,P0005,2026-03-24,web,2026-03-24,0,2026-03
22777,C00096,view,,2026-03-15,web,2026-03-15,0,2026-03
22778,C00096,view,P0112,2026-03-01,web,2026-03-01,0,2026-03
22779,C00096,view,P0097,2026-03-19,web,2026-03-19,0,2026-03
22780,C00096,email_open,P0063,2026-03-05,email,2026-03-05,0,2026-03
22781,C00096,view,,2026-03-16,web,2026-03-16,0,2026-03
22782,C00096,view,,2026-03-28,app,2026-03-28,0,2026-03
22783,C00096,email_open,,2026-03-05,email,2026-03-05,0,2026-03
22784,C00096,add_to_cart,P0038,2026-03-16,app,2026-03-16,0,2026-03
22785,C00096,click,P0017,2026-03-14,web,2026-03-14,0,2026-03
22786,C00097,add_to_cart,P0006,2024-06-07,web,2024-06-07,0,2024-06
22787,C00097,add_to_cart,P0010,2024-06-15,app,2024-06-15,0,2024-06
22788,C00097,view,,2024-06-17,web,2024-06-17,0,2024-06
22789,C00097,click,P0097,2024-06-14,web,2024-06-14,0,2024-06
22790,C00097,view,,2024-06-14,web,2024-06-14,0,2024-06
22791,C00097,view,,2024-06-14,app,2024-06-14,0,2024-06
22792,C00097,view,P0100,2024-06-07,web,2024-06-07,0,2024-06
22793,C00097,view,,2024-06-18,web,2024-06-18,0,2024-06
22794,C00097,click,P0016,2024-06-09,app,2024-06-09,0,2024-06
22795,C00097,view,P0016,2024-06-14,app,2024-06-14,0,2024-06
22796,C00097,view,,2024-06-06,app,2024-06-06,0,2024-06
22797,C00097,view,P0111,2024-06-24,web,2024-06-24,0,2024-06
22798,C00097,view,,2024-06-29,web,2024-06-29,0,2024-06
22799,C00097,email_open,,2024-06-30,email,2024-06-30,0,2024-06
22800,C00097,add_to_cart,P0038,2024-06-27,web,2024-06-27,0,2024-06
22801,C00097,click,P0086,2024-06-21,web,2024-06-21,0,2024-06
22802,C00097,view,,2024-06-06,web,2024-06-06,0,2024-06
22803,C00097,view,P0083,2024-06-18,web,2024-06-18,0,2024-06
22804,C00097,click,P0017,2024-06-25,web,2024-06-25,0,2024-06
22805,C00097,view,P0104,2024-06-09,web,2024-06-09,0,2024-06
22806,C00097,view,,2024-07-09,web,2024-07-09,0,2024-07
22807,C00097,view,,2024-07-07,web,2024-07-07,0,2024-07
22808,C00097,view,P0083,2024-07-21,web,2024-07-21,0,2024-07
22809,C00097,view,P0091,2024-07-27,web,2024-07-27,0,2024-07
22810,C00097,click,P0016,2024-07-09,app,2024-07-09,0,2024-07
22811,C00097,view,P0052,2024-07-23,web,2024-07-23,0,2024-07
22812,C00097,view,,2024-07-16,web,2024-07-16,0,2024-07
22813,C00097,click,P0067,2024-07-27,web,2024-07-27,0,2024-07
22814,C00097,view,,2024-07-16,web,2024-07-16,0,2024-07
22815,C00097,click,P0073,2024-07-07,web,2024-07-07,0,2024-07
22816,C00097,view,P0082,2024-07-13,web,2024-07-13,0,2024-07
22817,C00097,click,P0089,2024-07-05,web,2024-07-05,0,2024-07
22818,C00097,add_to_cart,,2024-07-23,web,2024-07-23,0,2024-07
22819,C00097,view,P0117,2024-07-14,web,2024-07-14,0,2024-07
22820,C00097,add_to_cart,,2024-07-30,web,2024-07-30,0,2024-07
22821,C00097,view,P0003,2024-07-27,app,2024-07-27,0,2024-07
22822,C00097,add_to_cart,P0117,2024-07-10,app,2024-07-10,0,2024-07
22823,C00097,view,,2024-07-04,web,2024-07-04,0,2024-07
22824,C00097,click,P0058,2024-07-17,web,2024-07-17,0,2024-07
22825,C00097,click,P0054,2024-07-30,web,2024-07-30,0,2024-07
22826,C00097,view,P0032,2024-07-17,web,2024-07-17,0,2024-07
22827,C00097,view,P0073,2024-07-29,web,2024-07-29,0,2024-07
22828,C00097,view,P0023,2024-07-17,app,2024-07-17,0,2024-07
22829,C00097,view,P0045,2024-07-24,web,2024-07-24,0,2024-07
22830,C00097,click,P0103,2024-07-14,web,2024-07-14,0,2024-07
22831,C00097,click,P0075,2024-07-12,app,2024-07-12,0,2024-07
22832,C00097,click,P0068,2024-07-13,app,2024-07-13,0,2024-07
22833,C00097,add_to_cart,P0094,2024-07-10,web,2024-07-10,0,2024-07
22834,C00097,add_to_cart,,2024-07-11,web,2024-07-11,0,2024-07
22835,C00097,click,P0113,2024-07-10,web,2024-07-10,0,2024-07
22836,C00097,add_to_cart,P0075,2024-07-28,web,2024-07-28,0,2024-07
22837,C00097,click,,2024-07-15,web,2024-07-15,0,2024-07
22838,C00097,click,,2024-07-28,app,2024-07-28,0,2024-07
22839,C00097,view,P0064,2024-08-13,web,2024-08-13,0,2024-08
22840,C00097,click,P0108,2024-08-12,app,2024-08-12,0,2024-08
22841,C00097,view,,2024-08-02,web,2024-08-02,0,2024-08
22842,C00097,view,,2024-08-08,web,2024-08-08,0,2024-08
22843,C00097,view,P0080,2024-08-25,app,2024-08-25,0,2024-08
22844,C00097,email_open,P0031,2024-08-17,email,2024-08-17,0,2024-08
22845,C00097,view,P0057,2024-08-03,web,2024-08-03,0,2024-08
22846,C00097,add_to_cart,,2024-08-29,web,2024-08-29,0,2024-08
22847,C00097,click,P0009,2024-08-14,web,2024-08-14,0,2024-08
22848,C00097,add_to_cart,P0012,2024-08-29,web,2024-08-29,0,2024-08
22849,C00097,email_open,P0055,2024-08-17,email,2024-08-17,0,2024-08
22850,C00097,click,,2024-08-18,app,2024-08-18,0,2024-08
22851,C00097,view,P0026,2024-08-31,web,2024-08-31,0,2024-08
22852,C00097,view,P0010,2024-08-17,app,2024-08-17,0,2024-08
22853,C00097,view,P0119,2024-08-07,app,2024-08-07,0,2024-08
22854,C00097,view,P0099,2024-08-24,web,2024-08-24,0,2024-08
22855,C00097,view,P0014,2024-08-27,web,2024-08-27,0,2024-08
22856,C00097,email_open,P0048,2024-08-23,email,2024-08-23,0,2024-08
22857,C00097,add_to_cart,,2024-08-19,web,2024-08-19,0,2024-08
22858,C00097,view,P0096,2024-08-17,web,2024-08-17,0,2024-08
22859,C00097,view,P0063,2024-08-14,web,2024-08-14,0,2024-08
22860,C00097,view,P0020,2024-08-19,web,2024-08-19,0,2024-08
22861,C00097,view,P0098,2024-08-17,web,2024-08-17,0,2024-08
22862,C00097,click,P0006,2024-08-31,app,2024-08-31,0,2024-08
22863,C00097,click,P0041,2024-08-22,app,2024-08-22,0,2024-08
22864,C00097,click,P0052,2024-08-16,web,2024-08-16,0,2024-08
22865,C00097,click,P0023,2024-09-23,app,2024-09-23,0,2024-09
22866,C00097,view,P0109,2024-09-13,app,2024-09-13,0,2024-09
22867,C00097,click,P0093,2024-09-17,app,2024-09-17,0,2024-09
22868,C00097,view,P0052,2024-09-29,web,2024-09-29,0,2024-09
22869,C00097,add_to_cart,P0073,2024-09-21,web,2024-09-21,0,2024-09
22870,C00097,email_open,P0104,2024-09-11,email,2024-09-11,0,2024-09
22871,C00097,click,P0018,2024-09-04,app,2024-09-04,0,2024-09
22872,C00097,view,P0098,2024-09-15,web,2024-09-15,0,2024-09
22873,C00097,click,,2024-09-12,web,2024-09-12,0,2024-09
22874,C00097,view,P0044,2024-09-27,web,2024-09-27,0,2024-09
22875,C00097,click,P0116,2024-09-30,app,2024-09-30,0,2024-09
22876,C00097,click,P0021,2024-09-22,web,2024-09-22,0,2024-09
22877,C00097,view,P0048,2024-09-13,web,2024-09-13,0,2024-09
22878,C00097,email_open,P0034,2024-09-21,email,2024-09-21,0,2024-09
22879,C00097,view,,2024-09-21,web,2024-09-21,0,2024-09
22880,C00097,view,P0077,2024-09-02,app,2024-09-02,0,2024-09
22881,C00097,view,P0080,2024-09-08,app,2024-09-08,0,2024-09
22882,C00097,click,,2024-09-24,web,2024-09-24,0,2024-09
22883,C00097,view,P0029,2024-09-17,web,2024-09-17,0,2024-09
22884,C00097,view,P0064,2024-09-27,web,2024-09-27,0,2024-09
22885,C00097,view,P0045,2024-09-15,web,2024-09-15,0,2024-09
22886,C00097,add_to_cart,P0055,2024-09-12,web,2024-09-12,0,2024-09
22887,C00097,click,,2024-09-24,web,2024-09-24,0,2024-09
22888,C00097,email_open,P0001,2024-09-04,email,2024-09-04,0,2024-09
22889,C00097,click,,2024-09-21,web,2024-09-21,0,2024-09
22890,C00097,view,P0019,2024-09-13,web,2024-09-13,0,2024-09
22891,C00097,view,,2024-09-03,web,2024-09-03,0,2024-09
22892,C00097,view,P0102,2024-10-24,app,2024-10-24,0,2024-10
22893,C00097,add_to_cart,P0102,2024-10-21,app,2024-10-21,0,2024-10
22894,C00097,click,P0012,2024-10-10,web,2024-10-10,0,2024-10
22895,C00097,view,P0094,2024-10-28,web,2024-10-28,0,2024-10
22896,C00097,add_to_cart,,2024-10-01,web,2024-10-01,0,2024-10
22897,C00097,click,P0073,2024-10-28,app,2024-10-28,0,2024-10
22898,C00097,view,P0080,2024-10-07,app,2024-10-07,0,2024-10
22899,C00097,email_open,,2024-10-13,email,2024-10-13,0,2024-10
22900,C00097,click,P0030,2024-10-04,app,2024-10-04,0,2024-10
22901,C00097,view,P0116,2024-10-02,web,2024-10-02,0,2024-10
