transaction_id,customer_id,product_id,transaction_date,quantity,price,discount,launch_date,transaction_before_product_launch,gross_revenue,discount_amount,revenue,transaction_year,transaction_month
1133,C00048,P0035,2024-05-12,2,2894,0.1,2023-09-17,0,5788,578.8000000000001,5209.2,2024,2024-05
1134,C00048,P0099,2024-05-10,1,1702,0.01,2025-02-04,1,1702,17.02,1684.98,2024,2024-05
1135,C00048,P0016,2024-06-22,1,14117,0.02,2024-02-11,0,14117,282.34000000000003,13834.66,2024,2024-06
1136,C00048,P0062,2024-06-01,1,2148,0.01,2024-01-15,0,2148,21.48,2126.52,2024,2024-06
1137,C00048,P0023,2024-06-13,3,2907,0.03,2025-04-30,1,8721,261.63,8459.37,2024,2024-06
1138,C00048,P0001,2024-06-06,1,4758,0.01,2025-12-12,1,4758,47.58,4710.42,2024,2024-06
1139,C00048,P0076,2024-07-09,1,6650,0.03,2024-08-12,1,6650,199.5,6450.5,2024,2024-07
1140,C00048,P0002,2024-07-19,2,1370,0.04,2024-11-20,1,2740,109.60000000000001,2630.4,2024,2024-07
1141,C00048,P0089,2024-07-12,2,1912,0.04,2024-10-30,1,3824,152.96,3671.04,2024,2024-07
1142,C00048,P0083,2024-09-07,1,3718,0.29,2023-08-08,0,3718,1078.22,2639.7799999999997,2024,2024-09
1143,C00048,P0014,2024-10-21,1,5630,0.1,2024-09-03,0,5630,563.0,5067.0,2024,2024-10
1144,C00048,P0074,2024-10-05,1,38139,0.07,2023-12-03,0,38139,2669.7300000000005,35469.27,2024,2024-10
1145,C00048,P0033,2024-10-18,1,1275,0.03,2026-03-20,1,1275,38.25,1236.75,2024,2024-10
1146,C00048,P0063,2024-11-25,2,3469,0.21,2024-02-04,0,6938,1456.98,5481.02,2024,2024-11
1147,C00048,P0053,2024-11-25,2,11969,0.02,2025-04-04,1,23938,478.76,23459.24,2024,2024-11
1148,C00048,P0111,2024-11-10,1,8250,0.12,2025-12-20,1,8250,990.0,7260.0,2024,2024-11
1149,C00048,P0086,2024-11-04,3,41602,0.01,2025-11-17,1,124806,1248.06,123557.94,2024,2024-11
1150,C00048,P0073,2024-12-02,2,4368,0.09,2025-05-28,1,8736,786.24,7949.76,2024,2024-12
1151,C00048,P0120,2025-01-16,1,8402,0.09,2023-10-28,0,8402,756.18,7645.82,2025,2025-01
1152,C00048,P0048,2025-01-31,1,2191,0.02,2024-01-19,0,2191,43.82,2147.18,2025,2025-01
1153,C00048,P0057,2025-01-04,3,19313,0.1,2025-08-13,1,57939,5793.900000000001,52145.1,2025,2025-01
1154,C00048,P0042,2025-01-08,1,1953,0.08,2026-01-28,1,1953,156.24,1796.76,2025,2025-01
1155,C00048,P0095,2025-02-10,2,5462,0.11,2025-11-09,1,10924,1201.64,9722.36,2025,2025-02
1156,C00048,P0035,2025-02-27,2,2894,0.1,2023-09-17,0,5788,578.8000000000001,5209.2,2025,2025-02
1157,C00048,P0059,2025-02-20,2,2027,0.07,2024-09-03,0,4054,283.78000000000003,3770.22,2025,2025-02
1158,C00048,P0005,2025-03-04,3,8411,0.0,2024-05-20,0,25233,0.0,25233.0,2025,2025-03
1159,C00048,P0052,2025-03-19,2,2681,0.02,2024-05-18,0,5362,107.24000000000001,5254.76,2025,2025-03
1160,C00048,P0070,2025-03-19,2,2480,0.27,2024-07-27,0,4960,1339.2,3620.8,2025,2025-03
1161,C00048,P0049,2025-03-19,2,2611,0.04,2025-10-24,1,5222,208.88,5013.12,2025,2025-03
1162,C00048,P0047,2025-03-05,1,1018,0.1,2025-03-16,1,1018,101.80000000000001,916.2,2025,2025-03
1163,C00048,P0108,2025-04-26,1,11701,0.12,2025-08-27,1,11701,1404.12,10296.880000000001,2025,2025-04
1164,C00048,P0087,2025-04-01,3,1522,0.1,2025-07-27,1,4566,456.6,4109.4,2025,2025-04
1165,C00048,P0063,2025-04-21,3,3469,0.08,2024-02-04,0,10407,832.5600000000001,9574.44,2025,2025-04
1166,C00048,P0068,2025-05-07,3,40708,0.06,2025-03-05,0,122124,7327.44,114796.56,2025,2025-05
1167,C00048,P0102,2025-05-02,2,7244,0.21,2024-08-06,0,14488,3042.48,11445.52,2025,2025-05
1168,C00048,P0070,2025-05-15,3,2480,0.05,2024-07-27,0,7440,372.0,7068.0,2025,2025-05
1169,C00048,P0052,2025-05-10,3,2681,0.14,2024-05-18,0,8043,1126.0200000000002,6916.98,2025,2025-05
1170,C00048,P0089,2025-06-24,1,1912,0.27,2024-10-30,0,1912,516.24,1395.76,2025,2025-06
1171,C00048,P0043,2025-06-12,1,1946,0.04,2025-12-10,1,1946,77.84,1868.16,2025,2025-06
1172,C00048,P0046,2025-06-16,3,37838,0.1,2024-12-03,0,113514,11351.400000000001,102162.6,2025,2025-06
1173,C00048,P0052,2025-06-27,1,2681,0.06,2024-05-18,0,2681,160.85999999999999,2520.14,2025,2025-06
1174,C00048,P0006,2025-06-18,3,2561,0.07,2024-01-13,0,7683,537.8100000000001,7145.19,2025,2025-06
1175,C00048,P0069,2025-06-05,2,5639,0.25,2025-11-26,1,11278,2819.5,8458.5,2025,2025-06
1176,C00048,P0056,2025-07-10,1,33217,0.01,2026-01-07,1,33217,332.17,32884.83,2025,2025-07
1177,C00048,P0004,2025-07-07,2,16775,0.07,2025-03-03,0,33550,2348.5,31201.5,2025,2025-07
1178,C00048,P0003,2025-07-20,3,49187,0.08,2025-11-01,1,147561,11804.880000000001,135756.12,2025,2025-07
1179,C00048,P0065,2025-07-21,3,4389,0.07,2025-07-26,1,13167,921.69,12245.31,2025,2025-07
1180,C00048,P0006,2025-08-19,2,2561,0.06,2024-01-13,0,5122,307.32,4814.68,2025,2025-08
1181,C00048,P0076,2025-09-29,3,6650,0.08,2024-08-12,0,19950,1596.0,18354.0,2025,2025-09
1182,C00048,P0012,2025-09-03,3,21340,0.08,2024-09-07,0,64020,5121.6,58898.4,2025,2025-09
1183,C00048,P0085,2025-09-30,3,9976,0.01,2025-02-15,0,29928,299.28000000000003,29628.72,2025,2025-09
1184,C00048,P0037,2025-09-25,2,2576,0.08,2024-10-15,0,5152,412.16,4739.84,2025,2025-09
1185,C00048,P0103,2025-09-30,3,2740,0.03,2024-03-11,0,8220,246.6,7973.4,2025,2025-09
1186,C00048,P0024,2025-09-08,1,1856,0.03,2024-02-08,0,1856,55.68,1800.32,2025,2025-09
1187,C00048,P0026,2025-10-29,3,1435,0.19,2025-08-08,0,4305,817.95,3487.05,2025,2025-10
1188,C00048,P0066,2025-10-07,1,2073,0.06,2025-04-09,0,2073,124.38,1948.62,2025,2025-10
1189,C00048,P0119,2025-11-26,3,45211,0.08,2024-02-18,0,135633,10850.64,124782.36,2025,2025-11
1190,C00048,P0024,2025-11-15,1,1856,0.24,2024-02-08,0,1856,445.44,1410.56,2025,2025-11
1191,C00048,P0111,2025-11-06,2,8250,0.09,2025-12-20,1,16500,1485.0,15015.0,2025,2025-11
1192,C00048,P0025,2025-12-22,1,23637,0.13,2024-09-14,0,23637,3072.81,20564.19,2025,2025-12
1193,C00048,P0036,2025-12-16,1,2526,0.15,2024-03-23,0,2526,378.9,2147.1,2025,2025-12
1194,C00048,P0080,2026-01-12,3,2146,0.05,2024-09-22,0,6438,321.90000000000003,6116.1,2026,2026-01
1195,C00048,P0030,2026-01-18,1,1840,0.01,2025-02-15,0,1840,18.400000000000002,1821.6,2026,2026-01
1196,C00048,P0063,2026-01-04,2,3469,0.04,2024-02-04,0,6938,277.52,6660.48,2026,2026-01
1197,C00048,P0057,2026-01-29,2,19313,0.1,2025-08-13,0,38626,3862.6000000000004,34763.4,2026,2026-01
1198,C00048,P0054,2026-02-13,3,1408,0.01,2023-11-21,0,4224,42.24,4181.76,2026,2026-02
1199,C00048,P0028,2026-02-15,1,2009,0.03,2025-06-30,0,2009,60.269999999999996,1948.73,2026,2026-02
1200,C00048,P0057,2026-02-04,3,19313,0.05,2025-08-13,0,57939,2896.9500000000003,55042.05,2026,2026-02
1201,C00048,P0055,2026-02-03,1,1930,0.03,2024-03-08,0,1930,57.9,1872.1,2026,2026-02
1202,C00048,P0087,2026-03-14,1,1522,0.03,2025-07-27,0,1522,45.66,1476.34,2026,2026-03
1203,C00048,P0053,2026-03-06,1,11969,0.04,2025-04-04,0,11969,478.76,11490.24,2026,2026-03
1204,C00048,P0021,2026-03-20,3,22916,0.19,2025-08-18,0,68748,13062.12,55685.88,2026,2026-03
1205,C00048,P0069,2026-03-18,2,5639,0.06,2025-11-26,0,11278,676.68,10601.32,2026,2026-03
1206,C00049,P0065,2024-06-16,1,4389,0.07,2025-07-26,1,4389,307.23,4081.77,2024,2024-06
1207,C00049,P0023,2024-07-16,1,2907,0.01,2025-04-30,1,2907,29.07,2877.93,2024,2024-07
1208,C00049,P0069,2024-08-31,3,5639,0.04,2025-11-26,1,16917,676.6800000000001,16240.32,2024,2024-08
1209,C00049,P0087,2024-08-08,1,1522,0.01,2025-07-27,1,1522,15.22,1506.78,2024,2024-08
1210,C00049,P0069,2024-09-08,3,5639,0.12,2025-11-26,1,16917,2030.04,14886.96,2024,2024-09
1211,C00049,P0074,2024-10-30,3,38139,0.11,2023-12-03,0,114417,12585.87,101831.13,2024,2024-10
1212,C00049,P0115,2024-11-12,2,7554,0.01,2023-12-13,0,15108,151.08,14956.92,2024,2024-11
1213,C00049,P0039,2025-03-03,3,4937,0.01,2025-02-20,0,14811,148.11,14662.89,2025,2025-03
1214,C00049,P0068,2025-04-03,2,40708,0.19,2025-03-05,0,81416,15469.04,65946.95999999999,2025,2025-04
1215,C00049,P0041,2025-06-04,1,3073,0.04,2025-09-29,1,3073,122.92,2950.08,2025,2025-06
1216,C00049,P0117,2025-07-13,3,22643,0.02,2025-09-07,1,67929,1358.58,66570.42,2025,2025-07
1217,C00049,P0109,2025-08-28,1,1820,0.27,2026-01-05,1,1820,491.40000000000003,1328.6,2025,2025-08
1218,C00049,P0112,2025-09-03,1,9448,0.04,2026-03-24,1,9448,377.92,9070.08,2025,2025-09
1219,C00049,P0115,2025-09-03,2,7554,0.06,2023-12-13,0,15108,906.48,14201.52,2025,2025-09
1220,C00049,P0049,2025-09-20,1,2611,0.13,2025-10-24,1,2611,339.43,2271.57,2025,2025-09
1221,C00049,P0005,2025-10-20,3,8411,0.03,2024-05-20,0,25233,756.99,24476.01,2025,2025-10
1222,C00049,P0045,2025-10-13,2,3767,0.01,2025-04-25,0,7534,75.34,7458.66,2025,2025-10
1223,C00049,P0101,2025-12-17,1,25363,0.04,2023-11-12,0,25363,1014.52,24348.48,2025,2025-12
1224,C00049,P0084,2026-02-08,1,4650,0.15,2025-11-20,0,4650,697.5,3952.5,2026,2026-02
1225,C00049,P0061,2026-02-03,1,2770,0.21,2026-03-24,1,2770,581.6999999999999,2188.3,2026,2026-02
1226,C00050,P0006,2024-10-24,1,2561,0.1,2024-01-13,0,2561,256.1,2304.9,2024,2024-10
1227,C00050,P0020,2024-10-18,3,1264,0.05,2025-05-08,1,3792,189.60000000000002,3602.4,2024,2024-10
1228,C00050,P0114,2024-10-31,1,856,0.22,2023-10-07,0,856,188.32,667.6800000000001,2024,2024-10
1229,C00050,P0013,2024-11-28,2,10349,0.2,2024-06-24,0,20698,4139.6,16558.4,2024,2024-11
1230,C00050,P0045,2024-11-26,3,3767,0.02,2025-04-25,1,11301,226.02,11074.98,2024,2024-11
1231,C00050,P0020,2024-11-20,1,1264,0.07,2025-05-08,1,1264,88.48,1175.52,2024,2024-11
1232,C00050,P0032,2024-12-05,1,1956,0.1,2025-01-29,1,1956,195.60000000000002,1760.4,2024,2024-12
1233,C00050,P0106,2024-12-14,2,1474,0.3,2024-08-28,0,2948,884.4,2063.6,2024,2024-12
1234,C00050,P0043,2024-12-20,1,1946,0.02,2025-12-10,1,1946,38.92,1907.08,2024,2024-12
1235,C00050,P0025,2024-12-05,3,23637,0.08,2024-09-14,0,70911,5672.88,65238.12,2024,2024-12
1236,C00050,P0014,2024-12-01,2,5630,0.04,2024-09-03,0,11260,450.40000000000003,10809.6,2024,2024-12
1237,C00050,P0104,2025-01-05,2,3266,0.08,2025-03-30,1,6532,522.5600000000001,6009.44,2025,2025-01
1238,C00050,P0024,2025-01-05,3,1856,0.06,2024-02-08,0,5568,334.08,5233.92,2025,2025-01
1239,C00050,P0035,2025-02-28,3,2894,0.02,2023-09-17,0,8682,173.64000000000001,8508.36,2025,2025-02
1240,C00050,P0108,2025-02-24,1,11701,0.29,2025-08-27,1,11701,3393.29,8307.71,2025,2025-02
1241,C00050,P0065,2025-02-20,1,4389,0.05,2025-07-26,1,4389,219.45000000000002,4169.55,2025,2025-02
1242,C00050,P0086,2025-02-22,2,41602,0.04,2025-11-17,1,83204,3328.16,79875.84,2025,2025-02
1243,C00050,P0093,2025-04-26,3,9095,0.03,2025-08-07,1,27285,818.55,26466.45,2025,2025-04
1244,C00050,P0102,2025-04-23,3,7244,0.03,2024-08-06,0,21732,651.9599999999999,21080.04,2025,2025-04
1245,C00050,P0071,2025-04-05,1,30313,0.08,2026-03-19,1,30313,2425.04,27887.96,2025,2025-04
1246,C00050,P0079,2025-05-13,2,4936,0.05,2023-11-14,0,9872,493.6,9378.4,2025,2025-05
1247,C00050,P0035,2025-05-28,3,2894,0.04,2023-09-17,0,8682,347.28000000000003,8334.72,2025,2025-05
1248,C00050,P0018,2025-05-29,3,17921,0.03,2024-05-17,0,53763,1612.8899999999999,52150.11,2025,2025-05
1249,C00050,P0115,2025-06-09,1,7554,0.19,2023-12-13,0,7554,1435.26,6118.74,2025,2025-06
1250,C00050,P0052,2025-06-10,2,2681,0.29,2024-05-18,0,5362,1554.9799999999998,3807.0200000000004,2025,2025-06
1251,C00050,P0093,2025-06-06,3,9095,0.03,2025-08-07,1,27285,818.55,26466.45,2025,2025-06
1252,C00050,P0106,2025-06-07,1,1474,0.03,2024-08-28,0,1474,44.22,1429.78,2025,2025-06
1253,C00050,P0067,2025-06-05,1,2745,0.1,2024-12-26,0,2745,274.5,2470.5,2025,2025-06
1254,C00050,P0082,2025-06-27,2,6509,0.06,2025-07-15,1,13018,781.0799999999999,12236.92,2025,2025-06
1255,C00050,P0051,2025-07-19,2,1000,0.05,2023-08-11,0,2000,100.0,1900.0,2025,2025-07
1256,C00050,P0038,2025-07-21,3,3819,0.25,2025-03-05,0,11457,2864.25,8592.75,2025,2025-07
1257,C00050,P0105,2025-07-03,3,49247,0.09,2024-07-04,0,147741,13296.689999999999,134444.31,2025,2025-07
1258,C00050,P0013,2025-08-03,3,10349,0.02,2024-06-24,0,31047,620.94,30426.06,2025,2025-08
1259,C00050,P0042,2025-08-21,2,1953,0.14,2026-01-28,1,3906,546.84,3359.16,2025,2025-08
1260,C00050,P0018,2025-08-28,3,17921,0.05,2024-05-17,0,53763,2688.15,51074.85,2025,2025-08
1261,C00050,P0020,2025-08-09,3,1264,0.1,2025-05-08,0,3792,379.20000000000005,3412.8,2025,2025-08
1262,C00050,P0054,2025-08-12,1,1408,0.02,2023-11-21,0,1408,28.16,1379.84,2025,2025-08
1263,C00050,P0041,2025-08-22,1,3073,0.06,2025-09-29,1,3073,184.38,2888.62,2025,2025-08
1264,C00050,P0076,2025-09-27,1,6650,0.06,2024-08-12,0,6650,399.0,6251.0,2025,2025-09
1265,C00050,P0118,2025-09-23,3,3405,0.05,2024-06-29,0,10215,510.75,9704.25,2025,2025-09
1266,C00050,P0014,2025-09-29,1,5630,0.08,2024-09-03,0,5630,450.40000000000003,5179.6,2025,2025-09
1267,C00050,P0062,2025-09-26,3,2148,0.03,2024-01-15,0,6444,193.32,6250.68,2025,2025-09
1268,C00050,P0032,2025-09-19,3,1956,0.08,2025-01-29,0,5868,469.44,5398.56,2025,2025-09
1269,C00050,P0109,2025-10-20,2,1820,0.07,2026-01-05,1,3640,254.8,3385.2,2025,2025-10
1270,C00050,P0094,2025-10-22,1,8333,0.08,2024-12-30,0,8333,666.64,7666.36,2025,2025-10
1271,C00050,P0016,2025-10-27,3,14117,0.14,2024-02-11,0,42351,5929.14,36421.86,2025,2025-10
1272,C00050,P0068,2025-10-21,1,40708,0.1,2025-03-05,0,40708,4070.8,36637.2,2025,2025-10
1273,C00050,P0032,2025-10-24,2,1956,0.07,2025-01-29,0,3912,273.84000000000003,3638.16,2025,2025-10
1274,C00050,P0030,2025-11-24,2,1840,0.24,2025-02-15,0,3680,883.1999999999999,2796.8,2025,2025-11
1275,C00050,P0052,2025-11-20,1,2681,0.23,2024-05-18,0,2681,616.63,2064.37,2025,2025-11
1276,C00050,P0112,2025-11-19,3,9448,0.06,2026-03-24,1,28344,1700.6399999999999,26643.36,2025,2025-11
1277,C00050,P0091,2025-11-24,2,4994,0.05,2024-12-06,0,9988,499.40000000000003,9488.6,2025,2025-11
1278,C00050,P0091,2025-11-24,2,4994,0.11,2024-12-06,0,9988,1098.68,8889.32,2025,2025-11
1279,C00050,P0026,2025-11-20,3,1435,0.03,2025-08-08,0,4305,129.15,4175.85,2025,2025-11
1280,C00050,P0021,2025-11-04,1,22916,0.0,2025-08-18,0,22916,0.0,22916.0,2025,2025-11
1281,C00050,P0104,2025-12-13,1,3266,0.05,2025-03-30,0,3266,163.3,3102.7,2025,2025-12
1282,C00050,P0065,2025-12-05,3,4389,0.04,2025-07-26,0,13167,526.6800000000001,12640.32,2025,2025-12
1283,C00050,P0060,2025-12-30,2,11069,0.0,2025-11-05,0,22138,0.0,22138.0,2025,2025-12
1284,C00050,P0107,2026-01-17,2,4638,0.26,2024-08-31,0,9276,2411.76,6864.24,2026,2026-01
1285,C00050,P0057,2026-01-11,3,19313,0.02,2025-08-13,0,57939,1158.78,56780.22,2026,2026-01
1286,C00050,P0021,2026-01-26,3,22916,0.06,2025-08-18,0,68748,4124.88,64623.12,2026,2026-01
1287,C00050,P0023,2026-01-14,2,2907,0.25,2025-04-30,0,5814,1453.5,4360.5,2026,2026-01
1288,C00050,P0024,2026-01-12,3,1856,0.03,2024-02-08,0,5568,167.04,5400.96,2026,2026-01
1289,C00050,P0016,2026-02-08,1,14117,0.06,2024-02-11,0,14117,847.02,13269.98,2026,2026-02
1290,C00050,P0035,2026-02-12,1,2894,0.26,2023-09-17,0,2894,752.44,2141.56,2026,2026-02
1291,C00050,P0094,2026-03-11,3,8333,0.05,2024-12-30,0,24999,1249.95,23749.05,2026,2026-03
1292,C00050,P0010,2026-03-25,2,260,0.09,2025-01-06,0,520,46.8,473.2,2026,2026-03
1293,C00050,P0058,2026-03-07,3,450,0.02,2025-04-23,0,1350,27.0,1323.0,2026,2026-03
1294,C00050,P0094,2026-03-10,1,8333,0.03,2024-12-30,0,8333,249.98999999999998,8083.01,2026,2026-03
1295,C00050,P0080,2026-03-04,1,2146,0.04,2024-09-22,0,2146,85.84,2060.16,2026,2026-03
1296,C00050,P0084,2026-03-16,3,4650,0.0,2025-11-20,0,13950,0.0,13950.0,2026,2026-03
1297,C00050,P0013,2026-03-17,1,10349,0.2,2024-06-24,0,10349,2069.8,8279.2,2026,2026-03
1298,C00051,P0020,2025-02-23,2,1264,0.03,2025-05-08,1,2528,75.84,2452.16,2025,2025-02
1299,C00052,P0115,2025-08-31,3,7554,0.21,2023-12-13,0,22662,4759.0199999999995,17902.98,2025,2025-08
1300,C00052,P0099,2025-08-28,2,1702,0.09,2025-02-04,0,3404,306.36,3097.64,2025,2025-08
1301,C00052,P0066,2025-09-01,1,2073,0.3,2025-04-09,0,2073,621.9,1451.1,2025,2025-09
1302,C00052,P0026,2025-09-19,1,1435,0.04,2025-08-08,0,1435,57.4,1377.6,2025,2025-09
1303,C00052,P0041,2025-09-26,1,3073,0.04,2025-09-29,1,3073,122.92,2950.08,2025,2025-09
1304,C00052,P0055,2025-10-06,2,1930,0.09,2024-03-08,0,3860,347.4,3512.6,2025,2025-10
1305,C00052,P0115,2025-10-27,1,7554,0.08,2023-12-13,0,7554,604.32,6949.68,2025,2025-10
1306,C00052,P0035,2025-10-01,3,2894,0.04,2023-09-17,0,8682,347.28000000000003,8334.72,2025,2025-10
1307,C00052,P0054,2025-10-21,1,1408,0.23,2023-11-21,0,1408,323.84000000000003,1084.1599999999999,2025,2025-10
1308,C00052,P0106,2025-10-09,2,1474,0.3,2024-08-28,0,2948,884.4,2063.6,2025,2025-10
1309,C00052,P0048,2025-11-22,2,2191,0.01,2024-01-19,0,4382,43.82,4338.18,2025,2025-11
1310,C00052,P0051,2025-11-13,1,1000,0.06,2023-08-11,0,1000,60.0,940.0,2025,2025-11
1311,C00052,P0099,2025-11-24,1,1702,0.05,2025-02-04,0,1702,85.10000000000001,1616.9,2025,2025-11
1312,C00052,P0080,2025-11-13,2,2146,0.03,2024-09-22,0,4292,128.76,4163.24,2025,2025-11
1313,C00052,P0056,2025-12-04,3,33217,0.04,2026-01-07,1,99651,3986.04,95664.96,2025,2025-12
1314,C00052,P0048,2025-12-03,3,2191,0.06,2024-01-19,0,6573,394.38,6178.62,2025,2025-12
1315,C00052,P0033,2025-12-12,2,1275,0.28,2026-03-20,1,2550,714.0000000000001,1836.0,2025,2025-12
1316,C00052,P0101,2025-12-09,3,25363,0.11,2023-11-12,0,76089,8369.79,67719.20999999999,2025,2025-12
1317,C00052,P0015,2026-01-09,2,9498,0.08,2024-07-30,0,18996,1519.68,17476.32,2026,2026-01
1318,C00052,P0088,2026-01-14,3,35723,0.03,2024-06-12,0,107169,3215.0699999999997,103953.93,2026,2026-01
1319,C00052,P0085,2026-01-29,1,9976,0.23,2025-02-15,0,9976,2294.48,7681.52,2026,2026-01
1320,C00052,P0090,2026-02-12,2,1754,0.1,2025-04-09,0,3508,350.8,3157.2,2026,2026-02
1321,C00052,P0009,2026-03-28,3,2189,0.07,2024-05-13,0,6567,459.69000000000005,6107.3099999999995,2026,2026-03
1322,C00052,P0016,2026-03-13,2,14117,0.08,2024-02-11,0,28234,2258.7200000000003,25975.28,2026,2026-03
1323,C00053,P0040,2024-12-13,2,7539,0.3,2025-10-18,1,15078,4523.4,10554.6,2024,2024-12
1324,C00053,P0072,2025-01-24,2,42315,0.04,2024-09-05,0,84630,3385.2000000000003,81244.8,2025,2025-01
1325,C00053,P0027,2025-01-01,3,7517,0.08,2026-03-09,1,22551,1804.08,20746.92,2025,2025-01
1326,C00053,P0038,2025-02-24,1,3819,0.03,2025-03-05,1,3819,114.57,3704.43,2025,2025-02
1327,C00053,P0052,2025-02-12,2,2681,0.01,2024-05-18,0,5362,53.620000000000005,5308.38,2025,2025-02
1328,C00053,P0023,2025-04-29,1,2907,0.21,2025-04-30,1,2907,610.47,2296.5299999999997,2025,2025-04
1329,C00053,P0022,2025-05-09,3,2633,0.02,2024-12-22,0,7899,157.98,7741.02,2025,2025-05
1330,C00053,P0115,2025-05-28,2,7554,0.03,2023-12-13,0,15108,453.24,14654.76,2025,2025-05
1331,C00053,P0015,2025-06-02,1,9498,0.03,2024-07-30,0,9498,284.94,9213.06,2025,2025-06
1332,C00053,P0019,2025-07-13,1,4101,0.05,2025-08-02,1,4101,205.05,3895.95,2025,2025-07
1333,C00053,P0040,2025-08-06,2,7539,0.02,2025-10-18,1,15078,301.56,14776.44,2025,2025-08
1334,C00053,P0061,2025-08-26,3,2770,0.06,2026-03-24,1,8310,498.59999999999997,7811.4,2025,2025-08
1335,C00053,P0072,2025-08-04,3,42315,0.05,2024-09-05,0,126945,6347.25,120597.75,2025,2025-08
1336,C00053,P0041,2025-09-13,1,3073,0.0,2025-09-29,1,3073,0.0,3073.0,2025,2025-09
1337,C00053,P0009,2025-11-09,2,2189,0.06,2024-05-13,0,4378,262.68,4115.32,2025,2025-11
1338,C00053,P0013,2025-12-19,3,10349,0.2,2024-06-24,0,31047,6209.400000000001,24837.6,2025,2025-12
1339,C00053,P0061,2025-12-18,1,2770,0.02,2026-03-24,1,2770,55.4,2714.6,2025,2025-12
1340,C00053,P0099,2025-12-15,1,1702,0.07,2025-02-04,0,1702,119.14000000000001,1582.86,2025,2025-12
1341,C00053,P0039,2025-12-29,1,4937,0.03,2025-02-20,0,4937,148.10999999999999,4788.89,2025,2025-12
1342,C00053,P0080,2026-01-10,2,2146,0.07,2024-09-22,0,4292,300.44000000000005,3991.56,2026,2026-01
1343,C00053,P0057,2026-02-26,3,19313,0.01,2025-08-13,0,57939,579.39,57359.61,2026,2026-02
1344,C00053,P0061,2026-02-03,2,2770,0.04,2026-03-24,1,5540,221.6,5318.4,2026,2026-02
1345,C00053,P0073,2026-03-31,3,4368,0.06,2025-05-28,0,13104,786.24,12317.76,2026,2026-03
1346,C00053,P0091,2026-03-28,2,4994,0.02,2024-12-06,0,9988,199.76,9788.24,2026,2026-03
1347,C00053,P0053,2026-03-18,2,11969,0.02,2025-04-04,0,23938,478.76,23459.24,2026,2026-03
1348,C00054,P0110,2024-02-28,2,2108,0.26,2025-07-28,1,4216,1096.16,3119.84,2024,2024-02
1349,C00054,P0006,2024-02-26,2,2561,0.05,2024-01-13,0,5122,256.1,4865.9,2024,2024-02
1350,C00054,P0112,2024-03-31,3,9448,0.04,2026-03-24,1,28344,1133.76,27210.24,2024,2024-03
1351,C00054,P0027,2024-03-15,1,7517,0.1,2026-03-09,1,7517,751.7,6765.3,2024,2024-03
1352,C00054,P0068,2024-07-25,2,40708,0.06,2025-03-05,1,81416,4884.96,76531.04,2024,2024-07
1353,C00054,P0094,2024-07-01,1,8333,0.13,2024-12-30,1,8333,1083.29,7249.71,2024,2024-07
1354,C00054,P0093,2024-07-24,3,9095,0.03,2025-08-07,1,27285,818.55,26466.45,2024,2024-07
1355,C00054,P0017,2024-09-12,1,9441,0.01,2023-10-15,0,9441,94.41,9346.59,2024,2024-09
1356,C00054,P0007,2024-10-21,2,16826,0.01,2024-03-14,0,33652,336.52,33315.48,2024,2024-10
1357,C00054,P0038,2024-10-28,3,3819,0.04,2025-03-05,1,11457,458.28000000000003,10998.72,2024,2024-10
1358,C00054,P0010,2024-10-12,1,260,0.21,2025-01-06,1,260,54.6,205.4,2024,2024-10
1359,C00054,P0013,2024-10-20,3,10349,0.01,2024-06-24,0,31047,310.47,30736.53,2024,2024-10
1360,C00054,P0076,2025-01-01,3,6650,0.07,2024-08-12,0,19950,1396.5000000000002,18553.5,2025,2025-01
1361,C00054,P0070,2025-02-25,3,2480,0.06,2024-07-27,0,7440,446.4,6993.6,2025,2025-02
1362,C00054,P0003,2025-02-06,3,49187,0.02,2025-11-01,1,147561,2951.2200000000003,144609.78,2025,2025-02
1363,C00054,P0016,2025-04-19,3,14117,0.03,2024-02-11,0,42351,1270.53,41080.47,2025,2025-04
1364,C00054,P0115,2025-05-21,1,7554,0.05,2023-12-13,0,7554,377.70000000000005,7176.3,2025,2025-05
1365,C00054,P0046,2025-06-27,1,37838,0.03,2024-12-03,0,37838,1135.1399999999999,36702.86,2025,2025-06
1366,C00054,P0052,2025-07-01,3,2681,0.09,2024-05-18,0,8043,723.87,7319.13,2025,2025-07
1367,C00054,P0117,2025-08-02,2,22643,0.16,2025-09-07,1,45286,7245.76,38040.24,2025,2025-08
1368,C00054,P0096,2025-09-04,3,3723,0.08,2026-01-07,1,11169,893.52,10275.48,2025,2025-09
1369,C00054,P0061,2025-10-10,3,2770,0.04,2026-03-24,1,8310,332.40000000000003,7977.6,2025,2025-10
1370,C00054,P0024,2025-11-18,1,1856,0.12,2024-02-08,0,1856,222.72,1633.28,2025,2025-11
1371,C00054,P0039,2025-11-08,3,4937,0.08,2025-02-20,0,14811,1184.88,13626.119999999999,2025,2025-11
1372,C00054,P0036,2026-01-25,3,2526,0.06,2024-03-23,0,7578,454.68,7123.32,2026,2026-01
1373,C00054,P0058,2026-01-05,3,450,0.14,2025-04-23,0,1350,189.00000000000003,1161.0,2026,2026-01
1374,C00056,P0082,2025-03-28,2,6509,0.05,2025-07-15,1,13018,650.9000000000001,12367.1,2025,2025-03
