customer_id,signup_date,customer_segment,location,acquisition_channel,age,gender,signup_year,signup_month
C01918,2024-10-19,high,Pune,ads,51,female,2024,2024-10
C01919,2025-07-06,low,Kolkata,referral,36,female,2025,2025-07
C01920,2024-11-13,medium,Bhubaneswar,referral,27,male,2024,2024-11
C01921,2025-05-16,low,Ahmedabad,ads,46,male,2025,2025-05
C01922,2025-01-15,low,Bangalore,referral,39,male,2025,2025-01
C01923,2025-09-14,low,Pune,organic,18,male,2025,2025-09
C01924,2024-01-14,medium,Jaipur,organic,29,female,2024,2024-01
C01925,2025-05-18,medium,Ahmedabad,referral,37,male,2025,2025-05
C01926,2024-08-18,medium,Delhi,organic,18,female,2024,2024-08
C01927,2024-03-24,medium,Mumbai,organic,35,female,2024,2024-03
C01928,2024-05-09,medium,Pune,ads,36,female,2024,2024-05
C01929,2024-05-24,high,Mumbai,ads,23,female,2024,2024-05
C01930,2024-01-28,medium,Pune,ads,37,male,2024,2024-01
C01931,2024-03-06,medium,Delhi,organic,35,male,2024,2024-03
C01932,2024-06-11,low,Bangalore,referral,23,other,2024,2024-06
C01933,2024-08-16,low,Chennai,referral,44,female,2024,2024-08
C01934,2024-09-17,medium,Hyderabad,organic,43,male,2024,2024-09
C01935,2025-03-24,high,Ahmedabad,ads,32,female,2025,2025-03
C01936,2025-02-27,low,Ahmedabad,ads,33,female,2025,2025-02
C01937,2025-04-04,medium,Bangalore,ads,42,female,2025,2025-04
C01938,2025-11-06,low,Bhubaneswar,organic,32,female,2025,2025-11
C01939,2024-10-27,low,Kolkata,ads,18,female,2024,2024-10
C01940,2024-10-29,high,Pune,organic,39,female,2024,2024-10
C01941,2024-10-13,low,Hyderabad,organic,26,male,2024,2024-10
C01942,2025-01-29,high,Bhubaneswar,ads,31,other,2025,2025-01
C01943,2024-01-10,medium,Hyderabad,ads,49,male,2024,2024-01
C01944,2025-12-07,medium,Kolkata,ads,33,male,2025,2025-12
C01945,2025-09-21,high,Mumbai,ads,35,female,2025,2025-09
C01946,2024-09-26,low,Pune,organic,40,female,2024,2024-09
C01947,2025-08-14,high,Kolkata,ads,40,female,2025,2025-08
C01948,2025-08-27,high,Ahmedabad,organic,25,male,2025,2025-08
C01949,2024-12-26,medium,Ahmedabad,ads,34,male,2024,2024-12
C01950,2024-09-13,low,Pune,ads,35,male,2024,2024-09
C01951,2024-05-12,low,Chennai,ads,37,male,2024,2024-05
C01952,2024-10-02,low,Bangalore,ads,37,female,2024,2024-10
C01953,2025-11-13,medium,Bangalore,ads,60,male,2025,2025-11
C01954,2025-05-27,medium,Ahmedabad,referral,23,male,2025,2025-05
C01955,2024-11-08,high,Ahmedabad,ads,44,male,2024,2024-11
C01956,2025-07-29,high,Kolkata,ads,46,female,2025,2025-07
C01957,2024-10-10,medium,Delhi,referral,39,male,2024,2024-10
C01958,2024-04-30,medium,Jaipur,ads,28,female,2024,2024-04
C01959,2024-04-16,medium,Chennai,ads,51,male,2024,2024-04
C01960,2025-11-17,low,Bhubaneswar,organic,18,male,2025,2025-11
C01961,2024-07-22,medium,Jaipur,organic,28,female,2024,2024-07
C01962,2024-06-13,high,Kolkata,ads,46,female,2024,2024-06
C01963,2024-10-31,high,Jaipur,ads,31,female,2024,2024-10
C01964,2025-05-11,low,Jaipur,ads,50,female,2025,2025-05
C01965,2025-09-23,low,Kolkata,referral,19,female,2025,2025-09
C01966,2025-07-09,low,Ahmedabad,organic,23,female,2025,2025-07
C01967,2024-06-04,high,Ahmedabad,ads,29,female,2024,2024-06
C01968,2025-01-01,low,Pune,ads,39,female,2025,2025-01
C01969,2025-12-19,medium,Jaipur,ads,32,male,2025,2025-12
C01970,2025-09-11,high,Bhubaneswar,referral,30,male,2025,2025-09
C01971,2024-09-07,low,Kolkata,organic,49,female,2024,2024-09
C01972,2024-11-29,medium,Bhubaneswar,organic,50,other,2024,2024-11
C01973,2025-10-03,medium,Hyderabad,ads,30,male,2025,2025-10
C01974,2025-05-25,high,Bangalore,ads,18,male,2025,2025-05
C01975,2024-10-19,medium,Pune,ads,18,male,2024,2024-10
C01976,2024-01-20,low,Bangalore,referral,37,female,2024,2024-01
C01977,2024-10-08,medium,Pune,organic,41,male,2024,2024-10
C01978,2024-01-01,medium,Chennai,ads,35,female,2024,2024-01
C01979,2024-04-28,high,Kolkata,ads,34,female,2024,2024-04
C01980,2024-02-04,medium,Bangalore,referral,26,other,2024,2024-02
C01981,2024-07-16,medium,Bhubaneswar,referral,41,male,2024,2024-07
C01982,2025-04-29,medium,Kolkata,ads,51,female,2025,2025-04
C01983,2024-02-28,medium,Bhubaneswar,ads,18,female,2024,2024-02
C01984,2024-06-09,high,Jaipur,organic,34,male,2024,2024-06
C01985,2025-11-21,low,Bangalore,organic,25,male,2025,2025-11
C01986,2024-07-24,medium,Jaipur,ads,20,female,2024,2024-07
C01987,2024-01-12,medium,Ahmedabad,ads,23,female,2024,2024-01
C01988,2025-05-04,medium,Hyderabad,ads,38,male,2025,2025-05
C01989,2024-10-02,medium,Chennai,ads,39,male,2024,2024-10
C01990,2025-11-23,low,Chennai,ads,49,male,2025,2025-11
C01991,2024-08-29,low,Bangalore,ads,35,other,2024,2024-08
C01992,2024-08-03,medium,Mumbai,organic,18,other,2024,2024-08
C01993,2024-09-07,low,Hyderabad,organic,32,male,2024,2024-09
C01994,2024-05-05,medium,Delhi,organic,21,male,2024,2024-05
C01995,2024-08-04,high,Pune,referral,22,female,2024,2024-08
C01996,2024-11-01,medium,Chennai,organic,40,female,2024,2024-11
C01997,2024-07-03,medium,Kolkata,referral,36,other,2024,2024-07
C01998,2024-02-08,medium,Ahmedabad,organic,40,female,2024,2024-02
C01999,2024-08-10,low,Jaipur,ads,31,male,2024,2024-08
C02000,2024-07-02,medium,Delhi,referral,42,female,2024,2024-07
C02001,2025-05-09,low,Kolkata,ads,30,male,2025,2025-05
C02002,2025-03-02,low,Bangalore,organic,46,female,2025,2025-03
C02003,2024-06-26,medium,Hyderabad,organic,38,female,2024,2024-06
C02004,2025-03-03,medium,Chennai,referral,32,female,2025,2025-03
C02005,2024-10-20,medium,Pune,ads,37,other,2024,2024-10
C02006,2024-05-30,low,Delhi,ads,34,male,2024,2024-05
C02007,2025-01-18,medium,Chennai,ads,50,male,2025,2025-01
C02008,2025-09-29,high,Mumbai,organic,37,female,2025,2025-09
C02009,2024-11-03,medium,Mumbai,organic,34,female,2024,2024-11
C02010,2024-12-01,medium,Mumbai,ads,32,female,2024,2024-12
C02011,2025-01-09,high,Ahmedabad,ads,43,other,2025,2025-01
C02012,2024-01-08,high,Jaipur,organic,42,female,2024,2024-01
C02013,2024-12-06,medium,Bangalore,ads,32,male,2024,2024-12
C02014,2024-05-08,medium,Kolkata,referral,23,male,2024,2024-05
C02015,2025-10-30,medium,Chennai,referral,25,male,2025,2025-10
C02016,2024-12-17,medium,Kolkata,organic,33,female,2024,2024-12
C02017,2024-12-23,high,Kolkata,organic,48,female,2024,2024-12
C02018,2025-05-31,medium,Chennai,referral,32,male,2025,2025-05
C02019,2025-05-09,medium,Jaipur,organic,29,female,2025,2025-05
C02020,2024-03-26,medium,Ahmedabad,organic,18,male,2024,2024-03
C02021,2024-06-23,medium,Ahmedabad,referral,50,male,2024,2024-06
C02022,2024-07-11,medium,Hyderabad,organic,40,female,2024,2024-07
C02023,2024-11-06,high,Bangalore,ads,42,male,2024,2024-11
C02024,2024-04-28,high,Hyderabad,ads,44,female,2024,2024-04
C02025,2024-08-05,high,Jaipur,referral,33,male,2024,2024-08
C02026,2025-03-02,low,Kolkata,organic,35,male,2025,2025-03
C02027,2025-02-17,low,Bangalore,referral,49,female,2025,2025-02
C02028,2024-04-23,low,Hyderabad,ads,36,other,2024,2024-04
C02029,2024-05-24,low,Hyderabad,ads,40,female,2024,2024-05
C02030,2025-06-21,medium,Mumbai,organic,43,male,2025,2025-06
C02031,2025-10-09,medium,Ahmedabad,organic,41,male,2025,2025-10
C02032,2024-10-29,medium,Bhubaneswar,ads,33,male,2024,2024-10
C02033,2025-08-10,high,Hyderabad,ads,34,male,2025,2025-08
C02034,2024-12-10,medium,Delhi,referral,42,female,2024,2024-12
C02035,2024-01-01,low,Mumbai,ads,42,male,2024,2024-01
C02036,2024-05-26,medium,Kolkata,ads,46,female,2024,2024-05
C02037,2024-10-13,medium,Pune,ads,40,female,2024,2024-10
C02038,2025-10-15,medium,Ahmedabad,ads,40,female,2025,2025-10
C02039,2024-02-22,medium,Jaipur,ads,30,male,2024,2024-02
C02040,2024-10-30,medium,Chennai,organic,29,male,2024,2024-10
C02041,2024-03-09,low,Jaipur,referral,42,male,2024,2024-03
C02042,2024-12-26,medium,Mumbai,ads,29,male,2024,2024-12
C02043,2025-08-24,low,Delhi,ads,34,male,2025,2025-08
C02044,2024-08-07,medium,Jaipur,ads,48,female,2024,2024-08
C02045,2025-12-04,low,Delhi,ads,47,male,2025,2025-12
C02046,2025-07-28,medium,Chennai,organic,38,male,2025,2025-07
C02047,2025-08-07,medium,Pune,organic,32,male,2025,2025-08
C02048,2024-06-09,medium,Ahmedabad,referral,33,other,2024,2024-06
C02049,2025-11-11,low,Ahmedabad,organic,43,female,2025,2025-11
C02050,2024-03-29,low,Bhubaneswar,ads,34,female,2024,2024-03
C02051,2025-11-18,high,Delhi,organic,29,male,2025,2025-11
C02052,2025-08-07,high,Chennai,organic,47,female,2025,2025-08
C02053,2025-08-11,low,Hyderabad,organic,36,male,2025,2025-08
C02054,2024-06-07,medium,Hyderabad,ads,29,male,2024,2024-06
C02055,2025-05-03,medium,Kolkata,ads,39,female,2025,2025-05
C02056,2024-11-19,medium,Delhi,organic,44,female,2024,2024-11
C02057,2025-09-01,high,Bangalore,organic,24,other,2025,2025-09
C02058,2025-01-15,low,Jaipur,referral,32,female,2025,2025-01
C02059,2024-04-11,low,Kolkata,ads,32,male,2024,2024-04
C02060,2025-05-08,medium,Kolkata,referral,39,male,2025,2025-05
C02061,2025-10-05,medium,Kolkata,referral,41,male,2025,2025-10
C02062,2025-09-05,low,Chennai,referral,29,male,2025,2025-09
C02063,2024-01-19,high,Ahmedabad,referral,20,female,2024,2024-01
C02064,2025-03-29,low,Kolkata,organic,45,female,2025,2025-03
C02065,2025-04-26,medium,Ahmedabad,referral,23,female,2025,2025-04
C02066,2025-08-16,medium,Ahmedabad,referral,37,female,2025,2025-08
C02067,2025-01-31,low,Delhi,referral,33,female,2025,2025-01
C02068,2024-10-05,medium,Chennai,organic,36,male,2024,2024-10
C02069,2024-12-30,medium,Ahmedabad,referral,51,male,2024,2024-12
C02070,2024-11-26,medium,Kolkata,ads,65,female,2024,2024-11
C02071,2025-10-02,medium,Chennai,ads,18,other,2025,2025-10
C02072,2024-12-09,medium,Kolkata,organic,44,male,2024,2024-12
C02073,2025-03-30,low,Mumbai,organic,33,female,2025,2025-03
C02074,2025-08-23,low,Jaipur,referral,45,female,2025,2025-08
C02075,2025-12-25,medium,Mumbai,ads,44,female,2025,2025-12
C02076,2025-10-16,medium,Mumbai,organic,49,male,2025,2025-10
C02077,2024-03-05,high,Delhi,referral,37,female,2024,2024-03
C02078,2024-03-16,high,Bangalore,organic,26,male,2024,2024-03
C02079,2025-12-11,medium,Jaipur,ads,44,female,2025,2025-12
C02080,2024-05-22,low,Delhi,organic,36,male,2024,2024-05
C02081,2025-08-27,medium,Kolkata,organic,32,female,2025,2025-08
C02082,2025-04-17,low,Delhi,organic,30,female,2025,2025-04
C02083,2025-02-20,high,Kolkata,organic,45,male,2025,2025-02
C02084,2024-10-31,medium,Bangalore,organic,51,female,2024,2024-10
C02085,2025-05-11,medium,Ahmedabad,ads,23,female,2025,2025-05
C02086,2024-10-17,medium,Delhi,referral,41,female,2024,2024-10
C02087,2024-04-11,high,Bhubaneswar,ads,31,male,2024,2024-04
C02088,2024-09-23,low,Ahmedabad,organic,20,male,2024,2024-09
C02089,2025-09-13,medium,Pune,organic,36,male,2025,2025-09
C02090,2024-01-03,low,Delhi,referral,26,male,2024,2024-01
C02091,2024-03-25,medium,Kolkata,referral,19,female,2024,2024-03
C02092,2024-11-23,low,Jaipur,organic,27,male,2024,2024-11
C02093,2025-03-25,medium,Delhi,organic,24,male,2025,2025-03
C02094,2025-03-29,low,Kolkata,ads,28,male,2025,2025-03
C02095,2025-09-20,high,Bangalore,ads,21,male,2025,2025-09
C02096,2024-08-08,low,Mumbai,ads,31,other,2024,2024-08
C02097,2024-06-02,low,Delhi,ads,27,other,2024,2024-06
C02098,2025-10-26,high,Hyderabad,ads,38,female,2025,2025-10
C02099,2024-01-12,high,Pune,referral,40,male,2024,2024-01
C02100,2024-05-12,medium,Hyderabad,organic,37,female,2024,2024-05
C02101,2024-10-30,low,Ahmedabad,referral,32,female,2024,2024-10
C02102,2024-10-19,medium,Ahmedabad,organic,32,female,2024,2024-10
C02103,2024-10-26,medium,Mumbai,ads,26,female,2024,2024-10
C02104,2024-02-12,high,Mumbai,ads,26,male,2024,2024-02
C02105,2024-12-08,high,Ahmedabad,ads,42,male,2024,2024-12
C02106,2024-11-21,low,Delhi,ads,18,female,2024,2024-11
C02107,2025-05-12,high,Chennai,organic,34,female,2025,2025-05
C02108,2024-12-29,medium,Delhi,organic,31,male,2024,2024-12
C02109,2025-03-02,low,Pune,ads,40,male,2025,2025-03
C02110,2024-01-21,medium,Ahmedabad,ads,20,female,2024,2024-01
C02111,2025-02-10,medium,Hyderabad,organic,35,female,2025,2025-02
C02112,2025-09-10,high,Mumbai,referral,38,female,2025,2025-09
C02113,2024-12-01,medium,Hyderabad,organic,18,female,2024,2024-12
C02114,2024-04-26,high,Ahmedabad,ads,24,male,2024,2024-04
C02115,2024-05-03,low,Bangalore,organic,34,male,2024,2024-05
C02116,2025-02-02,medium,Ahmedabad,ads,40,female,2025,2025-02
C02117,2025-12-15,medium,Bhubaneswar,organic,36,female,2025,2025-12
C02118,2024-02-20,medium,Pune,ads,40,male,2024,2024-02
C02119,2024-11-19,high,Bhubaneswar,organic,24,male,2024,2024-11
C02120,2024-05-20,low,Jaipur,organic,19,female,2024,2024-05
C02121,2025-04-14,medium,Hyderabad,ads,35,male,2025,2025-04
C02122,2024-11-29,medium,Bangalore,ads,22,female,2024,2024-11
C02123,2025-01-07,high,Pune,organic,26,female,2025,2025-01
C02124,2025-07-17,medium,Kolkata,organic,44,female,2025,2025-07
C02125,2025-05-08,high,Jaipur,referral,36,female,2025,2025-05
C02126,2025-06-22,medium,Chennai,organic,29,male,2025,2025-06
C02127,2025-10-30,medium,Bhubaneswar,referral,28,female,2025,2025-10
C02128,2024-06-04,low,Pune,ads,41,male,2024,2024-06
C02129,2024-10-17,medium,Pune,organic,37,female,2024,2024-10
C02130,2025-10-09,low,Bhubaneswar,ads,22,female,2025,2025-10
C02131,2024-05-23,low,Jaipur,referral,18,male,2024,2024-05
C02132,2024-04-15,high,Bangalore,organic,53,male,2024,2024-04
C02133,2025-02-23,medium,Bangalore,ads,22,male,2025,2025-02
C02134,2025-10-31,high,Mumbai,ads,40,female,2025,2025-10
C02135,2025-10-19,medium,Delhi,referral,50,male,2025,2025-10
C02136,2024-01-02,low,Jaipur,ads,36,female,2024,2024-01
C02137,2025-08-11,medium,Hyderabad,organic,28,female,2025,2025-08
C02138,2025-10-05,medium,Hyderabad,organic,20,female,2025,2025-10
C02139,2024-03-30,medium,Jaipur,organic,20,female,2024,2024-03
C02140,2024-12-10,medium,Bhubaneswar,organic,38,male,2024,2024-12
C02141,2024-12-15,high,Hyderabad,organic,49,female,2024,2024-12
C02142,2025-04-03,low,Hyderabad,ads,31,male,2025,2025-04
C02143,2024-09-19,medium,Delhi,organic,29,male,2024,2024-09
C02144,2024-12-16,low,Pune,organic,41,male,2024,2024-12
C02145,2024-04-17,medium,Pune,ads,28,female,2024,2024-04
C02146,2025-08-08,medium,Jaipur,organic,37,male,2025,2025-08
C02147,2024-02-08,medium,Ahmedabad,organic,35,female,2024,2024-02
C02148,2024-06-07,high,Pune,organic,30,male,2024,2024-06
C02149,2025-08-05,medium,Bhubaneswar,organic,34,female,2025,2025-08
C02150,2024-11-07,low,Kolkata,referral,52,female,2024,2024-11
C02151,2024-08-28,low,Ahmedabad,ads,41,female,2024,2024-08
C02152,2025-03-20,medium,Delhi,organic,45,female,2025,2025-03
C02153,2024-10-24,medium,Bhubaneswar,organic,25,female,2024,2024-10
C02154,2024-02-05,high,Bangalore,organic,45,male,2024,2024-02
C02155,2024-03-24,low,Delhi,ads,41,male,2024,2024-03
C02156,2025-03-27,high,Mumbai,ads,20,female,2025,2025-03
C02157,2025-01-19,low,Hyderabad,ads,40,male,2025,2025-01
C02158,2024-06-20,medium,Chennai,organic,29,male,2024,2024-06
C02159,2025-01-10,medium,Bangalore,organic,19,male,2025,2025-01
C02160,2025-11-15,low,Ahmedabad,ads,36,female,2025,2025-11
C02161,2024-12-27,high,Bhubaneswar,referral,40,male,2024,2024-12
C02162,2025-07-12,medium,Bangalore,referral,36,male,2025,2025-07
C02163,2024-05-20,medium,Mumbai,organic,33,male,2024,2024-05
C02164,2024-04-27,medium,Bhubaneswar,ads,31,female,2024,2024-04
C02165,2024-10-03,medium,Chennai,ads,59,female,2024,2024-10
C02166,2025-12-26,medium,Ahmedabad,referral,23,female,2025,2025-12
C02167,2024-08-07,low,Delhi,organic,43,male,2024,2024-08
C02168,2024-01-26,high,Jaipur,ads,35,female,2024,2024-01
C02169,2025-06-04,low,Bangalore,organic,26,male,2025,2025-06
C02170,2024-01-10,high,Chennai,ads,34,female,2024,2024-01
C02171,2025-01-12,medium,Mumbai,organic,21,female,2025,2025-01
C02172,2025-09-24,medium,Bangalore,ads,29,other,2025,2025-09
C02173,2025-09-28,high,Kolkata,referral,34,female,2025,2025-09
C02174,2025-11-12,high,Kolkata,organic,19,female,2025,2025-11
C02175,2025-08-06,low,Ahmedabad,ads,40,female,2025,2025-08
C02176,2024-05-31,medium,Delhi,organic,25,male,2024,2024-05
C02177,2025-12-20,high,Ahmedabad,ads,20,male,2025,2025-12
C02178,2024-02-18,high,Ahmedabad,organic,24,female,2024,2024-02
C02179,2024-06-02,low,Hyderabad,organic,56,female,2024,2024-06
C02180,2024-10-19,low,Delhi,referral,18,male,2024,2024-10
C02181,2025-08-02,medium,Hyderabad,organic,39,female,2025,2025-08
C02182,2024-02-19,high,Bhubaneswar,ads,27,male,2024,2024-02
C02183,2025-10-25,medium,Chennai,referral,31,male,2025,2025-10
C02184,2025-06-14,high,Chennai,referral,41,male,2025,2025-06
C02185,2025-09-03,high,Delhi,ads,40,other,2025,2025-09
C02186,2024-02-29,medium,Delhi,organic,28,female,2024,2024-02
C02187,2024-06-15,medium,Bhubaneswar,referral,21,female,2024,2024-06
C02188,2024-07-20,medium,Chennai,organic,41,female,2024,2024-07
C02189,2024-05-25,medium,Bhubaneswar,referral,40,female,2024,2024-05
C02190,2025-11-06,low,Jaipur,ads,32,female,2025,2025-11
C02191,2025-03-14,low,Mumbai,ads,39,male,2025,2025-03
C02192,2024-08-29,medium,Kolkata,organic,30,female,2024,2024-08
C02193,2025-08-03,medium,Jaipur,ads,26,male,2025,2025-08
C02194,2025-11-17,medium,Ahmedabad,referral,35,other,2025,2025-11
C02195,2025-07-14,medium,Bangalore,referral,40,other,2025,2025-07
C02196,2025-04-27,low,Hyderabad,organic,38,female,2025,2025-04
C02197,2024-04-17,medium,Pune,referral,40,male,2024,2024-04
C02198,2024-08-13,low,Bangalore,organic,27,female,2024,2024-08
C02199,2025-11-03,low,Delhi,ads,50,male,2025,2025-11
C02200,2025-09-22,medium,Mumbai,ads,31,male,2025,2025-09
C02201,2025-10-22,medium,Jaipur,organic,33,female,2025,2025-10
C02202,2025-10-23,high,Pune,organic,21,male,2025,2025-10
C02203,2025-03-07,medium,Pune,ads,33,other,2025,2025-03
C02204,2025-10-16,medium,Delhi,organic,40,male,2025,2025-10
C02205,2025-02-22,medium,Jaipur,organic,42,female,2025,2025-02
C02206,2025-03-30,low,Pune,ads,50,female,2025,2025-03
C02207,2024-06-08,high,Jaipur,referral,40,male,2024,2024-06
C02208,2025-06-06,medium,Hyderabad,ads,37,male,2025,2025-06
C02209,2025-10-11,medium,Hyderabad,organic,30,other,2025,2025-10
C02210,2025-08-12,medium,Pune,organic,28,female,2025,2025-08
C02211,2024-03-17,medium,Pune,ads,44,male,2024,2024-03
C02212,2025-05-23,low,Delhi,ads,44,male,2025,2025-05
C02213,2025-03-16,medium,Jaipur,ads,24,female,2025,2025-03
C02214,2024-09-10,medium,Chennai,referral,42,male,2024,2024-09
C02215,2024-11-15,high,Bhubaneswar,ads,41,male,2024,2024-11
C02216,2024-09-19,medium,Bhubaneswar,organic,23,female,2024,2024-09
C02217,2025-08-19,low,Bangalore,referral,40,female,2025,2025-08
C02218,2025-10-19,medium,Bangalore,ads,24,female,2025,2025-10
C02219,2025-07-07,low,Pune,ads,18,female,2025,2025-07
C02220,2025-01-08,medium,Kolkata,referral,33,female,2025,2025-01
C02221,2025-09-28,high,Hyderabad,referral,37,female,2025,2025-09
C02222,2024-06-15,high,Ahmedabad,ads,33,male,2024,2024-06
C02223,2025-04-03,medium,Jaipur,organic,63,male,2025,2025-04
C02224,2024-10-06,medium,Mumbai,referral,38,male,2024,2024-10
C02225,2025-11-30,low,Mumbai,ads,36,male,2025,2025-11
C02226,2024-10-28,medium,Hyderabad,ads,39,other,2024,2024-10
C02227,2025-06-14,medium,Bangalore,ads,30,other,2025,2025-06
C02228,2025-08-02,medium,Delhi,ads,44,female,2025,2025-08
C02229,2024-08-05,medium,Mumbai,referral,38,female,2024,2024-08
C02230,2024-04-11,medium,Pune,ads,38,female,2024,2024-04
C02231,2025-07-07,high,Kolkata,referral,28,female,2025,2025-07
C02232,2024-10-14,high,Mumbai,referral,19,male,2024,2024-10
C02233,2024-06-15,high,Bhubaneswar,referral,29,female,2024,2024-06
C02234,2025-09-12,high,Kolkata,ads,37,female,2025,2025-09
C02235,2024-02-05,high,Kolkata,referral,30,male,2024,2024-02
C02236,2024-12-18,medium,Mumbai,organic,37,male,2024,2024-12
C02237,2025-11-06,medium,Delhi,organic,32,male,2025,2025-11
C02238,2024-03-13,low,Delhi,referral,39,female,2024,2024-03
C02239,2025-10-09,high,Bangalore,ads,25,male,2025,2025-10
C02240,2024-12-18,medium,Hyderabad,organic,36,female,2024,2024-12
C02241,2024-03-10,medium,Pune,organic,28,male,2024,2024-03
C02242,2025-02-28,high,Ahmedabad,organic,19,male,2025,2025-02
C02243,2025-12-08,low,Chennai,ads,33,female,2025,2025-12
C02244,2025-07-14,high,Ahmedabad,ads,50,female,2025,2025-07
C02245,2025-10-03,low,Bhubaneswar,organic,20,male,2025,2025-10
C02246,2025-05-31,low,Delhi,referral,36,female,2025,2025-05
C02247,2025-03-03,medium,Bangalore,organic,42,male,2025,2025-03
C02248,2025-06-22,medium,Bhubaneswar,ads,58,female,2025,2025-06
C02249,2024-06-08,medium,Ahmedabad,ads,30,female,2024,2024-06
C02250,2024-05-28,medium,Kolkata,ads,28,male,2024,2024-05
C02251,2024-08-17,medium,Hyderabad,organic,23,female,2024,2024-08
C02252,2025-12-12,high,Kolkata,organic,46,male,2025,2025-12
C02253,2025-07-15,high,Ahmedabad,referral,26,male,2025,2025-07
C02254,2024-03-07,medium,Mumbai,organic,31,male,2024,2024-03
C02255,2025-01-15,medium,Hyderabad,referral,18,male,2025,2025-01
C02256,2024-02-27,low,Bangalore,ads,43,female,2024,2024-02
C02257,2024-09-15,high,Jaipur,ads,46,female,2024,2024-09
C02258,2024-12-07,low,Kolkata,ads,43,female,2024,2024-12
C02259,2024-05-09,medium,Mumbai,organic,18,male,2024,2024-05
C02260,2025-12-27,medium,Bhubaneswar,ads,41,female,2025,2025-12
C02261,2024-06-20,medium,Jaipur,referral,18,male,2024,2024-06
C02262,2025-09-05,medium,Bhubaneswar,organic,35,female,2025,2025-09
C02263,2024-07-27,high,Delhi,ads,37,female,2024,2024-07
C02264,2024-12-19,medium,Jaipur,ads,38,male,2024,2024-12
C02265,2025-04-15,low,Hyderabad,ads,40,other,2025,2025-04
C02266,2024-04-25,medium,Delhi,organic,34,female,2024,2024-04
C02267,2024-09-20,medium,Hyderabad,ads,18,female,2024,2024-09
C02268,2025-10-23,low,Pune,referral,40,female,2025,2025-10
C02269,2025-03-17,low,Mumbai,organic,35,female,2025,2025-03
C02270,2025-07-01,medium,Ahmedabad,ads,25,other,2025,2025-07
C02271,2025-03-28,medium,Bhubaneswar,ads,19,female,2025,2025-03
C02272,2025-04-21,low,Ahmedabad,ads,50,male,2025,2025-04
C02273,2024-10-13,medium,Jaipur,ads,47,female,2024,2024-10
C02274,2024-10-29,medium,Kolkata,ads,42,male,2024,2024-10
C02275,2024-11-06,medium,Kolkata,organic,28,other,2024,2024-11
C02276,2024-07-26,low,Bhubaneswar,referral,18,female,2024,2024-07
C02277,2025-09-09,high,Delhi,referral,42,female,2025,2025-09
C02278,2025-03-21,low,Bhubaneswar,organic,38,female,2025,2025-03
C02279,2025-10-31,high,Pune,ads,31,female,2025,2025-10
C02280,2025-09-24,low,Pune,ads,46,male,2025,2025-09
C02281,2024-02-24,medium,Ahmedabad,referral,43,female,2024,2024-02
C02282,2024-01-12,medium,Jaipur,referral,36,female,2024,2024-01
C02283,2025-10-18,low,Pune,referral,35,female,2025,2025-10
C02284,2025-02-03,medium,Mumbai,organic,35,male,2025,2025-02
C02285,2025-10-09,medium,Delhi,referral,41,female,2025,2025-10
C02286,2025-05-29,high,Delhi,referral,26,male,2025,2025-05
C02287,2025-10-17,high,Pune,organic,39,male,2025,2025-10
C02288,2025-06-25,medium,Chennai,organic,25,male,2025,2025-06
C02289,2024-08-24,medium,Kolkata,ads,48,male,2024,2024-08
C02290,2024-10-05,high,Chennai,ads,40,male,2024,2024-10
C02291,2024-12-13,high,Jaipur,organic,28,female,2024,2024-12
C02292,2025-09-18,medium,Jaipur,organic,35,female,2025,2025-09
C02293,2024-04-13,medium,Hyderabad,organic,26,male,2024,2024-04
C02294,2025-09-21,low,Jaipur,ads,50,female,2025,2025-09
C02295,2025-05-31,high,Hyderabad,organic,51,female,2025,2025-05
C02296,2024-09-04,high,Delhi,ads,41,male,2024,2024-09
C02297,2024-12-29,low,Mumbai,organic,50,male,2024,2024-12
C02298,2024-11-16,medium,Bangalore,referral,36,female,2024,2024-11
C02299,2025-09-24,low,Kolkata,referral,42,male,2025,2025-09
C02300,2024-10-12,low,Hyderabad,referral,47,male,2024,2024-10
C02301,2024-05-28,low,Ahmedabad,ads,34,other,2024,2024-05
C02302,2024-03-24,high,Mumbai,organic,35,female,2024,2024-03
C02303,2025-02-09,low,Bhubaneswar,ads,44,male,2025,2025-02
C02304,2025-03-31,low,Ahmedabad,organic,41,female,2025,2025-03
C02305,2024-06-09,medium,Mumbai,referral,27,female,2024,2024-06
C02306,2025-04-04,medium,Ahmedabad,organic,18,female,2025,2025-04
C02307,2025-07-03,medium,Pune,ads,33,male,2025,2025-07
C02308,2025-05-14,high,Ahmedabad,ads,18,female,2025,2025-05
C02309,2025-05-23,medium,Hyderabad,referral,25,female,2025,2025-05
C02310,2025-10-15,medium,Mumbai,ads,26,male,2025,2025-10
C02311,2025-04-25,medium,Bhubaneswar,ads,29,female,2025,2025-04
C02312,2025-10-24,medium,Jaipur,ads,43,male,2025,2025-10
C02313,2024-04-23,medium,Ahmedabad,ads,45,male,2024,2024-04
C02314,2025-07-31,medium,Bhubaneswar,organic,40,female,2025,2025-07
C02315,2024-12-26,low,Mumbai,referral,41,male,2024,2024-12
C02316,2024-12-06,high,Bhubaneswar,ads,41,male,2024,2024-12
C02317,2025-03-24,medium,Bangalore,organic,18,female,2025,2025-03
C02318,2024-06-28,high,Bangalore,referral,35,male,2024,2024-06
